HOITEMID,ITEMNAME,ADDRESS,LGA,LISTING,LISTINGNO,PLANNO,RUNDATE,LISTING_DA
5054941,Wesley Uniting Church and Hall Group,NULL,Broken Hill,SHR,1818,2310,20/03/2014,
5045604,Tank Stream,NULL,Sydney,SHR,636,1665,20/03/2014,
5001277,Wingecarribee Swamp,NULL,Wingecarribee,SHR,784,1871,20/03/2014,
5045284,Monteith,266 Glebe Point Road Glebe,Sydney,SHR,592,1554,20/03/2014,
5045521,St. Bartholomew's Anglican Church & Cemetery,NULL,Blacktown,SHR,37,205,20/03/2014,
5051479,Prospect Reservoir Valve House,NULL,Fairfield,SHR,1371,2145,20/03/2014,
5052103,Prince Henry Site,1430 Anzac Parade Little Bay,Randwick,SHR,1651,2081,20/03/2014,
5014096,Barrenjoey Head Lightstation,NULL,Pittwater,SHR,979,NULL,20/03/2014,
5053370,Binnawee Homestead and Outbuildings,111 Lester's Lane Mudgee,Mid-Western Regional,SHR,1780,2183,20/03/2014,
5052982,Oaklands,NULL,Bega Valley,SHR,1686,1943,20/03/2014,
5045317,Culwalla Homestead,2km east of Jamberoo Main Road Jamberoo,Kiama,SHR,447,1122,20/03/2014,
5053168,Housing Board Building,120 Gloucester Street The Rocks,Sydney,SHR,1552,NULL,20/03/2014,
5045132,Eatons Hotel & St Vincent De Paul Group,"178, 180-188 Bridge Street Muswellbrook",Muswellbrook,SHR,331,800,20/03/2014,
5053182,Old Sydney Holiday Inn,53-55 George Street The Rocks,Sydney,SHR,1566,2364,20/03/2014,
5045744,Arncliffe Market Gardens,212 West Botany Street Banksia,Rockdale,SHR,1395,2258,20/03/2014,
5045092,Ultimo Post Office,494 Harris Street Ultimo,Sydney,SHR,502,1286,20/03/2014,
5001109,Tamworth Peel Barracks,NULL,Tamworth Regional,SHR,550,1436,20/03/2014,
5052417,Oran Park,"931 Cobbitty Road, Oran Park",Camden,SHR,1695,1927,10/03/2015,
5055746,Newcastle City Hall and Civic Theatre Precinct,"King Street, Newcastle",Newcastle,SHR,1883,2545,,
5045545,Liverpool Railway Station group,NULL,Liverpool,SHR,1181,2387,20/03/2014,
5045212,State Library of NSW,1 Shakespeare Place Sydney,Sydney,SHR,1071,NULL,20/03/2014,
5045302,Bellevue,55-57 Leichhardt Street Glebe Point,Sydney,SHR,470,1166,20/03/2014,
5045065,Natural Area,NULL,Penrith,SHR,649,1683,20/03/2014,
5051417,Bankstown Reservoir (Elevated),NULL,Bankstown,SHR,1316,2015,20/03/2014,
5045270,Welcome Inn Hotel,81 Sussex Street Sydney,Sydney,SHR,408,940,20/03/2014,
5061535,Bass Point Reserve,,Shellhabour,SHR,1896,2541,,
5053883,Sydenham Pit & Drainage Pumping Station 1,NULL,Marrickville,SHR,1644,2057,20/03/2014,
5052983,North Beach Precinct,NULL,Wollongong City,SHR,1737,2062,20/03/2014,
5045348,Watch House,82 Erskine Street Sydney,Sydney,SHR,501,1205,20/03/2014,
5045390,Collits' Inn,NULL,Lithgow,SHR,455,1173,20/03/2014,
5045543,International House,14-16 York Street Sydney,Sydney,SHR,579,1588,20/03/2014,
5045026,Makin Cottage,NULL,Wingecarribee,SHR,104,333,20/03/2014,
5053149,Bushells Building,121-127 Harrington Street The Rocks,Sydney,SHR,1534,2385,20/03/2014,
5012212,Rydal rail underbridges,NULL,Lithgow,SHR,1053,NULL,20/03/2014,
5045538,Willandra Lakes,NULL,Balranald,SHR,1010,NULL,20/03/2014,
5054713,St. Andrew's Anglican Cathedral and Chapter House,1440 George Street Sydney,Sydney,SHR,1708,1945,20/03/2014,
5012226,Stuart Town Railway Station group,NULL,Wellington,SHR,1253,NULL,20/03/2014,
5045727,Mill and Millhouse,NULL,Queanbeyan,SHR,363,868 (draft),20/03/2014,
5045275,CBC Bank,110-114 Macquarie Street Dubbo,Dubbo,SHR,39,208,20/03/2014,
5051522,Burwood Post Office (former),168A Burwood Road Burwood,Burwood,SHR,1490,1998,20/03/2014,
5011931,Blackheath Railway Station Group,NULL,Blue Mountains,SHR,1088,NULL,20/03/2014,
5060976,Savernake Station and Moveable Heritage,Mulwala Savernake Road,Corowa,SHR,1907,2296,,
5051418,Botany Water Reserves,1024 Botany Road Mascot,Botany Bay,SHR,1317,2150,20/03/2014,
5045434,Holly Lea & Plough Inn,NULL,Campbelltown,SHR,343,809,20/03/2014,
5044999,Gilligaloola,82-84 Pennant Hills Road Normanhurst,Hornsby,SHR,271,664,20/03/2014,
5012091,"Gogeldrie Weir, near Narrandera",NULL,Leeton,SHR,961,NULL,20/03/2014,
5055071,St. Mary's Catholic Cathedral and Chapter House,NULL,Sydney,SHR,1709,1946,20/03/2014,
5012111,Moss Vale rail underbridge over Argyle Street,NULL,Wingecarribee,SHR,1049,2165,20/03/2014,
5053156,Coroner's Court (former) - Shops & offices,102-104 George Street The Rocks,Sydney,SHR,1541,NULL,20/03/2014,
5045164,Busby's Bore,NULL,Sydney,SHR,568,1564,20/03/2014,
5053147,British Seamen's Hotel (former),39-43 Argyle Street The Rocks,Sydney,SHR,1532,NULL,20/03/2014,
5000858,Terrace Duplexes,"3, 5, 7, 9 High Street Millers Point",Sydney,SHR,918,NULL,20/03/2014,
5045597,Winsbury Terrace,"75, 77, 79 Kent Street Millers Point",Sydney,SHR,930,NULL,20/03/2014,
5045586,Stoneleigh,1 Darley Street Darlinghurst,Sydney,SHR,187,340,20/03/2014,
5012135,Bathurst Correctional Centre,NULL,Bathurst Regional,SHR,806,2505,20/03/2014,
5045175,Windsor Court House,NULL,Hawkesbury,SHR,804,2286,20/03/2014,
5061556,Green Cape Maritime Precinct,Green Cape,Bega Valley,SHR,1897,2549,,
5053193,Samson's Cottage (wall remains),8 Kendall Lane The Rocks,Sydney,SHR,1577,NULL,20/03/2014,
5045030,Bonnyrigg House,NULL,Fairfield,SHR,281,699,20/03/2014,
5012098,Marulan Railway Station and yard group,NULL,Goulburn Mulwaree,SHR,1188,NULL,20/03/2014,
5045526,Moonby House,NULL,Tamworth Regional,SHR,61,596,20/03/2014,
5045386,Mill Centre,NULL,Palerang,SHR,434,1104,20/03/2014,
5044991,Bolton Street Car Park Facade & Side Wall,NULL,Newcastle,SHR,66,260,20/03/2014,
5045192,Milford Haven,125 Unwins Bridge Road Tempe,Marrickville,SHR,518,1349,20/03/2014,
5012041,Burrinjuck Dam,NULL,Yass Valley,SHR,958,NULL,20/03/2014,
5045228,Lindesay,1a Carthona Avenue Darling Point,Woollahra,SHR,686,1736,20/03/2014,
5045095,Sydney Downing Centre,302 Castlereagh Street Sydney,Sydney,SHR,393,996,20/03/2014,
5045600,Blyth Terrace,"82, 84, 86, 88 Kent Street Millers Point",Sydney,SHR,839,NULL,20/03/2014,
5012260,Wallerawang Railway Station and yard group,NULL,Lithgow,SHR,1282,NULL,20/03/2014,
5045746,Royal Cricketers Arms Inn,385 Reservoir Road Prospect,Blacktown,SHR,660,1714,20/03/2014,
5014102,Albert Goldfield/Warratta Town (within Sturt National Park),NULL,Unincorporated,SHR,975,2312,20/03/2014,
5045554,"Duntryleague with Lodge, Park, Gates, Stables",NULL,Orange,SHR,318,768,20/03/2014,
5044993,Young Street Terraces,36-42 Young Street Sydney,Sydney,SHR,974,NULL,20/03/2014,
5014093,Willandra Homestead,NULL,Carrathool,SHR,1009,NULL,20/03/2014,
5055032,Bushranger Hotel,"24 Church Street, Collector",Upper Lachlan Shire,SHR,1827,2279,,
5045425,Murphys House,1 Marist Place Parramatta,Parramatta,SHR,238,555,20/03/2014,
5012009,Finley Railway Precinct,NULL,Berrigan,SHR,1144,NULL,20/03/2014,
5045067,Walsh Bay Wharves Precinct,NULL,Sydney,SHR,559,1538,20/03/2014,
5045473,St. Peter's Anglican Church,187-209 Princes Highway St. Peters,Marrickville,SHR,32,181,20/03/2014,
5053084,Bathurst Street Lamps,NULL,Bathurst Regional,SHR,1666,NULL,20/03/2014,
5061605,The Captain Thunderbolt Sites - Blanch's Inn (former),New England Highway,Uralla,SHR,1889,2538,,
5054618,Catholic Church of Christ the King,NULL,Upper Lachlan,SHR,1696,1947,20/03/2014,
5051219,St. Patricks Estate,151 Darley Road Manly,Manly,SHR,1724,1972,20/03/2014,
5012147,Maitland Correctional Centre,NULL,Maitland,SHR,1296,NULL,20/03/2014,
5011930,Beverly Hills Railway Station group,NULL,Hurstville,SHR,1086,2456,20/03/2014,
5014203,Merembra Homestead,218 Gormans Hill Road Bathurst,Bathurst Regional,SHR,1397,2481,20/03/2014,
5055121,"Balgownie Migrant Workers Hostel: Huts 201, 204 and 210",NULL,Wollongong City,SHR,1767,2198,20/03/2014,
5045417,Seaham Quarry,NULL,Port Stephens,SHR,23,170,20/03/2014,
5012085,Yanco Weir and site,NULL,Leeton,SHR,969,NULL,20/03/2014,
5045248,Rockwall,7 Rockwall Crescent Potts Point,Sydney,SHR,20,171,20/03/2014,
5045694,Dunara,10 Dunara Gardens Point Piper,Woollahra,SHR,539,1417,20/03/2014,
5045698,"Retreat, The",817 Victoria Road Ryde,Ryde,SHR,506,1307,20/03/2014,
5045599,Edgerley,18-18a Billyard Avenue Elizabeth Bay,Sydney,SHR,671,1707,20/03/2014,
5045406,Ritz Theatre,43 St Pauls Street Randwick,Randwick,SHR,348,832,20/03/2014,
5051727,The Paragon,"63-69 Katoomba Street, Katoomba",Blue Mountains,SHR,1959,2637,12/03/2015,
5045394,Trust Building,72-72a Castlereagh Street Sydney,Sydney,SHR,676,1728,20/03/2014,
5045169,Old Queanbeyan Hospital - Rusten House,NULL,Queanbeyan,SHR,552,1429,20/03/2014,
5051406,Roxy Theatre,65-69 George Street Parramatta,Parramatta,SHR,711,1762,20/03/2014,
5052591,Old Errowanbang Woolshed,"Errowan Park, Old Errowanbang Lane Errowanbang",Blayney,SHR,1748,2147,20/03/2014,
5050763,Corn Exchange,173-185 Sussex Street Sydney,Sydney,SHR,1619,2246,20/03/2014,
5045004,Uniting Church and Pipe Organ,280a King Street Newtown,Sydney,SHR,747,NULL,20/03/2014,
5053150,Bushells Warehouse (former) and Bushells Place,86-88 George Street The Rocks,Sydney,SHR,1535,NULL,20/03/2014,
5045177,Duncan House,8 The Barbette Castlecrag,Willoughby,SHR,742,1804,20/03/2014,
5045759,Sugarloaf Farm,NULL,Campbelltown,SHR,1389,2264,20/03/2014,
5053184,Penrhyn House,22-26 Playfair Street The Rocks,Sydney,SHR,1568,NULL,20/03/2014,
5052822,Linnwood,11-35 Byron Road Guildford,Holroyd,SHR,1661,2100,20/03/2014,
5054725,Millers Point & Dawes Point Village Precinct,NULL,Sydney,SHR,1682,1921,20/03/2014,
5051536,Camden Park Estate and Belgenny Farm,NULL,Camden,SHR,1697,1922,20/03/2014,
5011934,Bombala Railway Station and yard group,NULL,Bombala,SHR,1091,NULL,20/03/2014,
5053216,"Tenements, pair three-storey brick",140-142 Cumberland Street The Rocks,Sydney,SHR,1599,NULL,20/03/2014,
5012110,Moss Vale Railway Station and yard group,NULL,Wingecarribee,SHR,1200,NULL,20/03/2014,
5045561,Municipal Building,181-187 Hay Street Sydney,Sydney,SHR,693,1743,20/03/2014,
5045255,Lennox Bridge,NULL,Blue Mountains,SHR,24,169,20/03/2014,
5045667,Linsley Terrace,"21, 23 Lower Fort Street Millers Point",Sydney,SHR,883,NULL,20/03/2014,
5045660,South Maitland Railway Workshops,NULL,Maitland,SHR,627,1651,20/03/2014,
5045717,Arncliffe Railway Station,NULL,Rockdale,SHR,1076,2402,20/03/2014,
5045442,Nugal Hall,16-18 Milford Street Randwick,Randwick,SHR,173,354,20/03/2014,
5045612,Kinchega Woolshed,15km south-west of Menindee,Central Darling,SHR,995,NULL,20/03/2014,
5045478,Courthouse and Norfolk Island pines (former),NULL,Port Macquarie-Hastings,SHR,554,1452,20/03/2014,
5045319,Tulloona,562 Ballina Road Goonellabah,Lismore,SHR,51,231,20/03/2014,
5056566,Berry Museum,135 Queen Street Berry,Shoalhaven,SHR,1755,2110,20/03/2014,
5053229,"Union Bond Store (former), Westpac Bank",47 George Street The Rocks,Sydney,SHR,1612,NULL,20/03/2014,
5051408,Camden,60 Prospect Street Rose Hill,Parramatta,SHR,250,609,20/03/2014,
5045758,Kyeemagh Market Gardens,NULL,Rockdale,SHR,1393,2260,20/03/2014,
5012235,Tamworth Railway Station and yard group,NULL,Tamworth Regional,SHR,1260,NULL,20/03/2014,
5012100,Medlow Bath Railway Station group,NULL,Blue Mountains,SHR,1190,NULL,20/03/2014,
5011942,Albion Park Railway Station group,NULL,Shellharbour,SHR,1072,NULL,20/03/2014,
5045474,Milthorpe,12 Crescent Street Hunters Hill,Hunters Hill,SHR,688,1738,20/03/2014,
5054717,Royal Edward Victualling Yard,38-42 Pirrama Road Pyrmont,Sydney,SHR,1855,2398,20/03/2014,
5053161,"Evans' Stores, Harbour Rocks Hotel",34-40 Harrington Street The Rocks,Sydney,SHR,1545,NULL,20/03/2014,
5051265,Saumarez Homestead,230 Saumarez Road Armidale,Armidale Dumaresq,SHR,1505,2132,20/03/2014,
5045639,Sydney Supreme Court House (Old Court House),NULL,Sydney,SHR,800,2500,20/03/2014,
5045085,Maitland Court House,NULL,Maitland,SHR,794,2497,20/03/2014,
5053164,Gannon House & Shop,45-47 Argyle Street The Rocks,Sydney,SHR,1548,NULL,20/03/2014,
5051386,Tooleybuc Bridge over Murray River,Main Road 222 Tooleybuc,Wakool,SHR,1482,2676,14/01/2015,
5012117,Murwillumbah Railway Station and yard group,NULL,Tweed,SHR,1206,NULL,20/03/2014,
5044987,ANZ Bank (former),354 George Street Sydney,Sydney,SHR,85,279,20/03/2014,
5051257,Bungarribee Homestead Complex - Archaeological Site,NULL,Blacktown,SHR,1428,2298,20/03/2014,
5044708,Wing Hing Long & Co. Store,10 Ruby Street Tingha,Guyra,SHR,1307,NULL,20/03/2014,
5014144,Buhrich House II,375 Edinburgh Road Castlecrag,Willoughby,SHR,1513,2105,20/03/2014,
5061124,Macquarie Schoolhouse/Chapel and St. John's (Blacket) Church,43-43A Macquarie Road Wilberforce,Hawkesbury,SHR,1836,2327,20/03/2014,
5045753,Kellys Bush Park,NULL,Hunters Hill,SHR,1391,NULL,20/03/2014,
5014092,Hartley Historic Site,NULL,Lithgow,SHR,992,2254,20/03/2014,
5045688,Bridge View Inn,28-30 Louee Street Rylstone,Mid-Western Regional,SHR,438,1123,20/03/2014,
5044969,"Anglican Cathedral Hall, Christ Church",52A Church Street Newcastle,Newcastle,SHR,156,364,20/03/2014,
5062079,"Shubra Hall, including stables and garden","Boundary Street, Croydon",Burwood,SHR,1939,2616,17/12/2014,
5056694,Rodney - paddle steamer,NULL,Wentworth,SHR,1776,2202,20/03/2014,
5045631,Georgian Townhouse,"39, 41 Lower Fort Street Millers Point",Sydney,SHR,523,1334,20/03/2014,
5045575,Hunting Lodge (former),NULL,Baulkham Hills,SHR,632,1661,20/03/2014,
5012208,Richmond Railway Station and yard group,NULL,Hawkesbury,SHR,1236,2415,20/03/2014,
5045443,Carwoola Homestead,NULL,Palerang,SHR,36,66,20/03/2014,
5045676,Tocal Homestead,NULL,Dungog,SHR,147,412,20/03/2014,
5045513,Great Zig Zag Railway and Reserves,NULL,Lithgow,SHR,542,1434,20/03/2014,
5011971,Circular Quay Railway Station group,NULL,Sydney,SHR,1112,2406,20/03/2014,
5045735,Towers Drug Company Building (former),45 Mitchell Street Bourke,Bourke,SHR,383,912,20/03/2014,
5051270,Riversdale,NULL,Goulburn Mulwaree,SHR,1504,2131,20/03/2014,
5045462,Braidwood District Historical Society Museum,NULL,Palerang,SHR,149,307,20/03/2014,
5045290,Hunter Baillie Memorial Presbyterian Church,NULL,Leichhardt,SHR,11,83,20/03/2014,
5045494,Royal Hotel,108 William Street Bathurst,Bathurst Regional,SHR,111,648,20/03/2014,
5000979,"Carriageway, The",506-508 Smollet Street Albury,Albury City,SHR,40,209,20/03/2014,
5045393,Hydro Hotel,NULL,Leeton,SHR,247,591,20/03/2014,
5012083,Loftus Junction railway signal box,NULL,Sutherland,SHR,1182,NULL,20/03/2014,
5051273,Goulburn Post Office,165 Auburn Street Goulburn,Goulburn Mulwaree,SHR,1424,NULL,20/03/2014,
5045100,"Cronulla Fisheries Centre, The",202 Nicholson Parade Cronulla,Sutherland,SHR,1011,NULL,20/03/2014,
5045238,Heathcote Hall,1-21 Dillwynnia Grove Heathcote,Sutherland,SHR,191,448,20/03/2014,
5045407,"St. Josephs Convent, Chapel & Site (former)",NULL,Broken Hill,SHR,484,1212,20/03/2014,
5045118,The Barn - Scout Hall,3a Avenue Road Mosman,Mosman,SHR,188,443,20/03/2014,
5045489,Berrima Post Office,NULL,Wingecarribee,SHR,97,326,20/03/2014,
5045657,Egyptian Room Scottish Temple,23-35 New Canterbury Road Petersham,Marrickville,SHR,118,361,20/03/2014,
5045745,Stone Cottage,Lot 315 Ben Lomond Road Minto,Campbelltown,SHR,1388,2265,20/03/2014,
5000841,Claremont Cottage,NULL,Hawkesbury,SHR,738,1800,20/03/2014,
5045710,First Government House Site,41 Bridge Street Sydney,Sydney,SHR,1309,NULL,20/03/2014,
5044690,Saraton Theatre,95 Prince Street Grafton,Clarence Valley,SHR,1401,1892,20/03/2014,
5012126,Old Casino Railway Station,NULL,Richmond Valley,SHR,1216,NULL,20/03/2014,
5052603,Evans Head Memorial Aerodrome,NULL,Richmond Valley,SHR,1649,1905,20/03/2014,
5051251,Richmond Post Office,286 Windsor Street Richmond,Hawkesbury,SHR,1410,NULL,20/03/2014,
5045536,Lakeview Homestead Complex,NULL,Eurobodalla,SHR,471,1165,20/03/2014,
5051358,Bulga Bridge over Wollombi Brook,Main Road 213 Bulga,Singleton,SHR,1459,2672,22/01/2015,
5053137,Argyle Bridge,NULL,Sydney,SHR,1522,2453,20/03/2014,
5012092,Macksville Railway Station group,NULL,Nambucca,SHR,1184,NULL,20/03/2014,
5044693,Christ Church Anglican,NULL,Goulburn Mulwaree,SHR,1303,NULL,20/03/2014,
5061163,Waratah Park,,Warringah,SHR,1944,2525,26/02/2015,
5051590,Ben Chifley's House,10 Busby Street Bathurst,Bathurst Regional,SHR,1657,2076,20/03/2014,
5054706,Braidwood and Its Setting,NULL,Palerang,SHR,1749,2008,20/03/2014,
5045325,West Maling (Revival Life Centre),663-665 King Georges Road Penshurst,Kogarah,SHR,269,654,20/03/2014,
5045790,Commonwealth Bank,48-50 Martin Place Sydney,Sydney,SHR,1427,NULL,20/03/2014,
5056380,Dunmore House,557 Paterson Road Bolwarra Heights,Maitland,SHR,1887,2536,20/03/2014,
5054708,Newcastle Government House and Domain,,Newcastle,SHR,1841,2376,,
5051401,Perth House and Stables,85 George Street Parramatta,Parramatta,SHR,155,346,20/03/2014,
5053906,McQuade Park,NULL,Hawkesbury,SHR,1851,2370,20/03/2014,
5045487,Berrima Inn,NULL,Wingecarribee,SHR,103,NULL,20/03/2014,
5045483,Rosedale Cottage,NULL,Upper Hunter,SHR,421,1007,20/03/2014,
5051885,Norah Head Lightstation Precinct,NULL,Wyong,SHR,1753,2153,20/03/2014,
5051393,Graythwaite,20 Edward Street North Sydney,North Sydney,SHR,1617,2093,20/03/2014,
5051301,Brownlow Hill Estate,NULL,Wollondilly,SHR,1489,NULL,20/03/2014,
5055095,Warangesda Aboriginal Mission and Station,NULL,Murrumbidgee,SHR,1810,2303,20/03/2014,
5011972,Cobar Railway Station and yard,NULL,Cobar,SHR,1114,NULL,20/03/2014,
5045640,Adelong Falls Gold Workings/Reserve,NULL,Tumut,SHR,72,632,20/03/2014,
5060670,"Old Adaminaby and Lake Eucumbene, including relics and movable objects",NULL,Snowy River,SHR,1794,2242,20/03/2014,
5049609,Timber Slab Cottage,44 Barden Street Tempe,Marrickville,SHR,1412,NULL,20/03/2014,
5055617,"Rose Bay Seawall, Promenade and its Setting",Rose Bay,Woollahra,SHR,1932,2612,26/08/2014,
5012099,Meadowbank rail bridge over Parramatta River,NULL,Canada Bay,SHR,1189,NULL,20/03/2014,
5054965,Burra Bee Dee Mission,NULL,Warrumbungle,SHR,1688,1949,20/03/2014,
5051504,Wellington Post Office,21 Maughan Street Wellington,Wellington,SHR,1415,NULL,20/03/2014,
5051394,Elizabeth Farm,70 Alice Street Rosehill,Parramatta,SHR,1,674,20/03/2014,
5045020,Uniting Church & Kindergarten Hall,219-255 Anson Street Orange,Orange,SHR,419,1020,20/03/2014,
5012065,Kiama Railway Station Group and Turntable,NULL,Kiama,SHR,1176,2410,20/03/2014,
5012104,Michelago rail bridge over Ingalara Creek,NULL,Cooma-Monaro,SHR,1048,2178,20/03/2014,
5045088,Rising Sun Inn (former),95-97 Wollombi Road Millfield,Cessnock,SHR,529,1373,20/03/2014,
5044737,Bourke Post Office,47 Oxley Street Bourke,Bourke,SHR,1404,NULL,20/03/2014,
5056670,Blacks Camp,NULL,Wellington,SHR,1865,2469,20/03/2014,
5044971,Tranby,13 Mansfield Street Glebe,Sydney,SHR,21,172,20/03/2014,
5053175,Mercantile Hotel,25-27 George Street The Rocks,Sydney,SHR,1560,NULL,20/03/2014,
5053340,Port Macquarie First (Allman Hill) Burying Ground 1822 - 1824,NULL,Port Macquarie-Hastings,SHR,1730,1992,20/03/2014,
5045350,Eryldene,17 McIntosh Street Gordon,Ku-Ring-Gai,SHR,19,188,20/03/2014,
5045506,"Whitley, outbuildings, entry gate, garden",NULL,Wingecarribee,SHR,504,1222,20/03/2014,
5061510,"Former Great Western Road,Prospect",,Blacktown,SHR,1911,2535,3/07/2014,
5012011,Galong Railway Station and yard group,NULL,Harden,SHR,1146,NULL,20/03/2014,
5045278,St. Barnabas Anglican Church,NULL,Wyong,SHR,201,472,20/03/2014,
5045556,Grahame's Corner,142-144 Pitt Street Sydney,Sydney,SHR,736,1797,20/03/2014,
5051371,Gee Gee Bridge over Wakool River,Main Road 94 Swan Hill (East),Wakool,SHR,1469,2683,16/01/2015,
5045633,Loxton House,142-144 Bridge Street Muswellbrook,Muswellbrook,SHR,185,440,20/03/2014,
5012262,Wambool old-rail truss overbridges,NULL,Lithgow,SHR,1065,2158,20/03/2014,
5045068,Lands Board Office,108 Faulkner Street Armidale,Armidale Dumaresq,SHR,963,2251,20/03/2014,
5012001,Dunedoo Railway Station and yard group,NULL,Warrumbungle,SHR,1134,NULL,20/03/2014,
5051258,Woodford Academy,90-92 Great Western Highway Woodford,Blue Mountains,SHR,1509,2136,20/03/2014,
5053144,Avery Terrace,2-4 Atherden Street The Rocks,Sydney,SHR,1529,NULL,20/03/2014,
5053160,ES & AC Bank (former) - Amo Roma Restaurant,131-135 George Street The Rocks,Sydney,SHR,1544,NULL,20/03/2014,
5061543,Kamay Botany Bay National Park and Towra Point Reserve,Cape Solander Drive Kurnell,Sutherland,SHR,1918,2565,,
5011998,Dubbo Railway Station and yard group,NULL,Dubbo,SHR,1130,NULL,20/03/2014,
5053339,"Carousel, The",NULL,Sydney,SHR,1620,NULL,20/03/2014,
5045110,Shops,"6, 8 Argyle Place Millers Point",Sydney,SHR,870,NULL,20/03/2014,
5044678,Merriman Street Terraces,"20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 48 Merriman Street Millers Point",Sydney,SHR,903,NULL,20/03/2014,
5045214,Simmons Hardware Store,226 George Street Windsor,Hawkesbury,SHR,667,1715,20/03/2014,
5051404,Travellers Rest Inn Group,"12,14,16 O'Connell Street Parramatta",Parramatta,SHR,748,1810,20/03/2014,
5053512,ANZAC Memorial,NULL,Sydney,SHR,1822,2323,20/03/2014,
5051526,Prospect Hill,NULL,Holroyd,SHR,1662,1907,20/03/2014,
5045579,Hydraulic Pump Station (former),NULL,Sydney,SHR,125,382,20/03/2014,
5045170,Essington,"2,4,6,8 Bridge Road Westmead",Holroyd,SHR,204,477,20/03/2014,
5055543,"Central Mine Manager's Residence, former",NULL,Broken Hill,SHR,1770,2195,20/03/2014,
5045382,Northwood House & Cottage,1 Private Road Northwood,Lane Cove,SHR,440,1132,20/03/2014,
5045515,Audley historic recreational complex,NULL,Sutherland,SHR,976,NULL,20/03/2014,
5045112,Lord Nelson Hotel,19 Kent Street Millers Point,Sydney,SHR,509,1326,20/03/2014,
5061272,Cathedral of Saints Michael and John,107 William St Bathurst,Bathurst Regional,SHR,1885,2544,20/03/2014,
5049865,Cossington,43 Ku-Ring-Gai Avenue Turramurra,Ku-Ring-Gai,SHR,1763,2149,20/03/2014,
5045619,Wollongong Hospital Nurses Home,NULL,Wollongong City,SHR,836,NULL,20/03/2014,
5045644,Australian Museum,6-8 College Street Sydney,Sydney,SHR,805,2504,20/03/2014,
5053386,Rosebank,17 Speed Street Liverpool,Liverpool,SHR,1729,1991,20/03/2014,
5053905,Wilberforce Park,47 George Road Wilberforce,Hawkesbury,SHR,1868,2470,20/03/2014,
5045178,Methodist Parsonage (former),49 Macquarie Street Windsor,Hawkesbury,SHR,735,1795,20/03/2014,
5045672,Milton Terrace,1-19 Lower Fort Street Millers Point,Sydney,SHR,885,NULL,20/03/2014,
5056283,Wentworth Memorial Church and Moveable Heritage Collection,"32B Fitzwilliam Street, Vaucluse",Woollahra,SHR,1882,2524,,
5044973,Newcastle Railway Station,NULL,Newcastle,SHR,236,554,20/03/2014,
5012120,Narrandera Railway Station and yard group,NULL,Narrandera,SHR,1209,NULL,20/03/2014,
5051390,Yowaka Bridge near Eden,NULL,Bega Valley,SHR,1486,NULL,20/03/2014,
5053169,Jobbins Terrace,103-111 Gloucester Street The Rocks,Sydney,SHR,1553,NULL,20/03/2014,
5045027,Innisfallen Castle and Grounds,14 Cherry Place Castle Cove,Willoughby,SHR,404,995,20/03/2014,
5045353,Hillas Hut and other buildings,NULL,Gundagai,SHR,625,1647,20/03/2014,
5050509,Richmond Park,"Bounded by East Market, Windsor and March Streets Richmond",Hawkesbury,SHR,1808,2304,20/03/2014,
5051431,Penshurst Reservoirs,NULL,Kogarah,SHR,1330,2024,20/03/2014,
5045741,Box Hill Inn,NULL,Baulkham Hills,SHR,724,1780,20/03/2014,
5061065,1st/15th Royal NSW Lancers Memorial Museum Collection,Linden House 2 Smith Street Parramatta,Parramatta,SHR,1824,N/A,20/03/2014,
5045298,Rothwell Lodge & Factory,24 Ferry Road Glebe,Sydney,SHR,591,1549,20/03/2014,
5012304,David Berry Hospital Precinct,NULL,Shoalhaven,SHR,822,2519,20/03/2014,
5045403,Challis House,4-10 Martin Place Sydney,Sydney,SHR,666,1711,20/03/2014,
5045018,Wambo Homestead,NULL,Singleton,SHR,200,467,20/03/2014,
5045211,Alloway,15 Gwydir Street Moree,Moree Plains,SHR,394,960,20/03/2014,
5045460,St. Paul's Anglican Church (former),346 Marsden Road Carlingford,Parramatta,SHR,56,250,20/03/2014,
5001113,Dredges Cottage,303 Queen Street Campbelltown,Campbelltown,SHR,640,1672,20/03/2014,
5045061,Reids Butcher shop & dwelling,462 Guinea Street Albury,Albury City,SHR,537,1368,20/03/2014,
5045094,Lithgow Blast Furnace,NULL,Lithgow,SHR,548,1443,20/03/2014,
5053180,NSW Housing Board Building (former),16-18 Grosvenor Street The Rocks,Sydney,SHR,1564,NULL,20/03/2014,
5012024,Grafton City Railway Station group,NULL,Clarence Valley,SHR,1154,NULL,20/03/2014,
5045184,House & Outbuildings,5 Thompson Square Windsor,Hawkesbury,SHR,5,41,20/03/2014,
5012214,Scarborough Railway Station group,NULL,Wollongong City,SHR,1241,NULL,20/03/2014,
5045292,University Hall & Cottages,281-285 Broadway Glebe,Sydney,SHR,128,385,20/03/2014,
5052423,Ben Hall's Death Site,"Ben Halls Road, Yarragong",Forbes,SHR,1827,2280,,
5045370,Old Marulan Town,NULL,Goulburn Mulwaree,SHR,127,384,20/03/2014,
5012048,Guyra Railway Station group,NULL,Guyra,SHR,1163,NULL,20/03/2014,
5051385,Swan Hill-Murray River Road Bridge,NULL,Wakool,SHR,1481,NULL,20/03/2014,
