HOITEMID,ITEMNAME,ADDRESS,LGA,LISTING,LISTINGNO,PLANNO,RUNDATE,LISTING_DA
5014175,Nyngan Court House,NULL,Bogan,SHR,797,NULL,20/03/2014,
5056233,Ferguson's Cottage,1 Breakwater Road Coffs Harbour,Coffs Harbour,SHR,1802,2090,20/03/2014,
5051524,Gore Hill Memorial Cemetery,NULL,Willoughby,SHR,1491,2121,20/03/2014,
5045014,Union Bank of Australia (former),84 Byng Street Orange,Orange,SHR,230,541,20/03/2014,
5012114,Mount Victoria Railway Station group,NULL,Blue Mountains,SHR,1203,2390,20/03/2014,
5053190,Royal Naval House,32-34 Grosvenor Street The Rocks,Sydney,SHR,1574,2374,20/03/2014,
5045363,St. Peter's Church & Precinct,NULL,Sydney,SHR,148,413,20/03/2014,
5044964,Millers Point Post Office,12 Kent Street Millers Point,Sydney,SHR,1408,NULL,20/03/2014,
5044696,Chinese Market Gardens,1-39 Bunnerong Road La Perouse,Randwick,SHR,1299,2480,20/03/2014,
5045618,Merton,4883 Jerrys Plains Road Denman,Muswellbrook,SHR,159,414,20/03/2014,
5011980,Cronulla Railway Station group,NULL,Sutherland,SHR,1123,2404,20/03/2014,
5051541,Denbigh,421 The Northern Road Cobbitty,Camden,SHR,1691,1924,20/03/2014,
5045490,"Ridge, The",21 Hillcrest Road Newcastle,Newcastle,SHR,313,746,20/03/2014,
5045310,Ewenton,6 Ewenton Street Balmain,Leichhardt,SHR,197,464,20/03/2014,
5051480,Track,NULL,Blue Mountains,SHR,1372,NULL,20/03/2014,
5055526,Bondi Beach Cultural Landscape,NULL,Waverley,SHR,1786,2236,20/03/2014,
5045032,"Monterey, residential apartments",1 Avenue Road Mosman,Mosman,SHR,367,873,20/03/2014,
5045316,"Saddlery, The",NULL,Blayney,SHR,328,795,20/03/2014,
5045081,Fairlight Homestead & Barn,NULL,Penrith,SHR,262,641,20/03/2014,
5045629,Rous Lench,NULL,Muswellbrook,SHR,211,496,20/03/2014,
5045320,Blayney Uniting Church & Hall,NULL,Blayney,SHR,456,1148,20/03/2014,
5045219,Seymours House,24 Bosworth Street Richmond,Hawkesbury,SHR,681,1722,20/03/2014,
5045296,Hillas Farm Homestead and Outbuildings,NULL,Goulburn Mulwaree,SHR,301,115,20/03/2014,
5044989,Rouse Hill House and Farm,NULL,Blacktown,SHR,2,45,20/03/2014,
5045029,Denfield,NULL,Campbelltown,SHR,540,1439,20/03/2014,
5051584,Great Synagogue,187A Elizabeth Street Sydney,Sydney,SHR,1710,1971,20/03/2014,
5012237,Tamworth rail bridge over Peel River,Main Northern railway Tamworth,Tamworth Regional,SHR,1058,2167,12/01/2015,
5011974,Cooma Railway Station and yard group,NULL,Cooma-Monaro,SHR,1116,NULL,20/03/2014,
5053388,Australiana Pioneer Village,NULL,Hawkesbury,SHR,1683,1936,20/03/2014,
5045422,Trades Hall,34 Sulphide Street Broken Hill,Broken Hill,SHR,181,363,20/03/2014,
5045679,Justice and Police Museum,4-8 Phillip Street Sydney,Sydney,SHR,673,1721,20/03/2014,
5045057,Model Store,582 David Street Albury,Albury City,SHR,359,864,20/03/2014,
5045383,Armidale Post Office,158-160 Beardy Street Armidale,Armidale Dumaresq,SHR,1312,2252,20/03/2014,
5051902,Sydney Town Hall,483 George Street Sydney,Sydney,SHR,1452,1977,20/03/2014,
5011932,Blayney Railway Station and yard group,NULL,Blayney,SHR,1089,NULL,20/03/2014,
5045271,St. Stephen's Presbyterian Church,2 Allowrie Street Jamberoo,Kiama,SHR,121,350,20/03/2014,
5045595,Gundayne House Group,NULL,Great Lakes,SHR,309,740 (draft),20/03/2014,
5051388,Victoria Bridge over Stonequarry Creek,Prince Street Picton,Wollondilly,SHR,1484,2682,23/01/2015,
5053231,View Terrace N & W Facades,26-30 Gloucester Street The Rocks,Sydney,SHR,1614,NULL,20/03/2014,
5045149,Paddington Reservoir,255a Oxford Street Paddington,Sydney,SHR,515,1332,20/03/2014,
5061200,Lithgow Coal Stage Signal Box,,Lithgow,SHR,1832,2560,,
5051346,Fenwick & Co Boat Store,2-8 Weston Street Balmain,Leichhardt,SHR,1396,2237,20/03/2014,
5045287,Goodman's Buildings,2-12 Johnston Street Annandale,Leichhardt,SHR,672,1720,20/03/2014,
5045485,Clydebank,43 Lower Fort Street Millers Point,Sydney,SHR,524,1335,20/03/2014,
5001274,Woolley House,34 Bullecourt Avenue Mosman,Mosman,SHR,1514,2104,20/03/2014,
5056816,Cumberland Street Archaeological Site,106-128 Cumberland Street The Rocks,Sydney,SHR,1845,2356,20/03/2014,
5053520,Crest Theatre,157 Blaxcell Street South Granville,Parramatta,SHR,1664,2070,20/03/2014,
5045528,Roseneath,NULL,Armidale Dumaresq,SHR,63,257,20/03/2014,
5051369,Dunmore Bridge over the Paterson River,Paterson Road Woodville,Port Stephens,SHR,1467,2671,15/01/2015,
5044974,Marika,46 Ryde Road Hunters Hill,Hunters Hill,SHR,300,687,20/03/2014,
5012108,Molong Railway Station and yard group,NULL,Cabonne,SHR,1196,NULL,20/03/2014,
5045198,Cottage,29 North Street Windsor,Hawkesbury,SHR,107,288,20/03/2014,
5014097,Montague Island Lightstation,NULL,Eurobodalla,SHR,1000,NULL,20/03/2014,
5045016,Berrima House,NULL,Wingecarribee,SHR,95,324,20/03/2014,
5000751,Como Rail Bridge,NULL,Kogarah,SHR,1624,2041,20/03/2014,
5051436,Sewage Pumping Station 1,NULL,Sydney,SHR,1336,2028,20/03/2014,
5045126,"St. Ignatius Roman Catholic Church, Convent & Site",3-7 Meek Street Bourke,Bourke,SHR,603,1615,20/03/2014,
5045031,Lake Innes House ruins and environs,NULL,Port Macquarie-Hastings,SHR,997,NULL,20/03/2014,
5045223,Salisbury Court,1-7 Salisbury Road Rose Bay,Woollahra,SHR,251,618,20/03/2014,
5045530,Swifts,68 Darling Point Road Darling Point,Woollahra,SHR,146,378,20/03/2014,
5045756,Loder House,126 George Street Windsor,Hawkesbury,SHR,3,43,20/03/2014,
5045802,Mint Building and Hyde Park Barracks Group,NULL,Sydney,SHR,190,447,20/03/2014,
5051443,Sewage Pumping Station 27,Callan Park Rozelle,Leichhardt,SHR,1341,2030,20/03/2014,
5045511,Lithgow Valley Colliery & Pottery Site,NULL,Lithgow,SHR,78,272,20/03/2014,
5056556,Bethanga Bridge,NULL,Albury City,SHR,1750,2096,20/03/2014,
5051400,Avondale,25 O'Connell Street Parramatta,Parramatta,SHR,239,556,20/03/2014,
5044985,Customs House (former),45 Alfred Street Sydney,Sydney,SHR,727,1783,20/03/2014,
5060961,Tomaree Head Fortifications,2 Shoal Bay Road Shoal Bay,Port Stephens,SHR,1821,NULL,20/03/2014,
5053868,Pressure Tunnel and Shafts,NULL,Bankstown,SHR,1630,2046,20/03/2014,
5045096,Victorian Terrace,"56, 58, 60 Bettington Street Millers Point",Sydney,SHR,922,NULL,20/03/2014,
5054657,Hay Gaol,355 Church Street Hay,Hay,SHR,1782,2210,20/03/2014,
5044972,Victoria Theatre (former),8-10 Perkins Street Newcastle,Newcastle,SHR,1301,NULL,20/03/2014,
5053631,Taylor Square Substation No.6 & Underground Public Conveniences,"Taylor Square Oxford, Forbes and Bourke Street (intersection of) Darlinghurst",Sydney,SHR,1700,1939,20/03/2014,
5045300,Lyndhurst,61 Darghan Street Glebe,Sydney,SHR,158,420,20/03/2014,
5045560,Newcastle Court House,9 Church Street Newcastle,Newcastle,SHR,796,2394,20/03/2014,
5045458,"Albion Hotel, 3 adjoining shops & stables",NULL,Palerang,SHR,304,730,20/03/2014,
5053347,St. John the Evangelist Church,NULL,Lithgow,SHR,1702,1962,20/03/2014,
5011958,Bundanoon Railway Station and yard group,NULL,Wingecarribee,SHR,1104,NULL,20/03/2014,
5053194,Science House (including original interiors),157-169 Gloucester Street/Essex Street,Sydney,SHR,1578,2661,22/12/2014,
5053929,"Entrance Ocean Pools, The",NULL,Wyong,SHR,1663,1920,20/03/2014,
5011937,Border Loop railway formation and landscape,"Border Loop, North Coast Railway",Kyogle,SHR,1027,2651,11/06/2014,
5012010,Forbes Railway Station group,Parkes-Stockinbingal railway Forbes,Forbes,SHR,1145,2652,1/12/2014,
5011966,Canterbury Railway Station group,NULL,Canterbury,SHR,1109,2428,20/03/2014,
5045197,GIO Building,60-70 Elizabeth Street Sydney,Sydney,SHR,683,1732,20/03/2014,
5060706,Bradleys Head Forts and HMAS Sydney 1 Mast and Associated Memorials,NULL,Mosman,SHR,1838,2317,20/03/2014,
5045326,Carss Cottage,74 Carwar Avenue Carss Park,Kogarah,SHR,587,1533,20/03/2014,
5045420,Chatswood South Uniting Church and Cemetery,518 Pacific Highway Lane Cove North,Lane Cove,SHR,694,1744,20/03/2014,
5051427,Lewisham Sewage Aqueduct,NULL,Ashfield,SHR,1326,2013,20/03/2014,
5001213,"Patrick White House, The",20 Martin Road Centennial Park,Sydney,SHR,1719,1097,20/03/2014,
5012044,Gundagai rail bridge over Murrumbidgee River,NULL,Gundagai,SHR,1039,NULL,20/03/2014,
5011982,Croydon Railway Station Group,NULL,Ashfield,SHR,1125,2171,20/03/2014,
5051300,Redfern Post Office,113 Redfern Street Redfern,Sydney,SHR,1439,2140,20/03/2014,
5045590,St. John's Anglican Church & Rectory,120 Darlinghurst Road Darlinghurst,Sydney,SHR,461,1152,20/03/2014,
5053337,Pyrmont Bridge,NULL,Sydney,SHR,1618,2143,20/03/2014,
5014090,Georges Head Military Fortifications,NULL,Mosman,SHR,987,NULL,20/03/2014,
5012000,Dundas Railway Station group,NULL,Parramatta,SHR,1133,NULL,20/03/2014,
5001110,Post Office Stores,NULL,Sydney,SHR,608,1617,20/03/2014,
5045321,Bank of NSW,107-109 Bathurst Street Sydney,Sydney,SHR,80,274,20/03/2014,
5000870,Eagleton Terrace,"71, 73 Lower Fort Street Millers Point",Sydney,SHR,904,NULL,20/03/2014,
5012230,Sydney Terminal and Central Railway Stations Group,NULL,Sydney,SHR,1255,2247,20/03/2014,
5045687,Shop,87 Crown Street Wollongong,Wollongong City,SHR,467,1168,20/03/2014,
5012125,Oberon Railway Station group,NULL,Oberon,SHR,1215,NULL,20/03/2014,
5045752,Mamre,NULL,Penrith,SHR,264,637 [draft],20/03/2014,
5060563,Mount Gibraltar Trachyte Quarries Complex,Oxley Drive Bowral,Wingecarribee,SHR,1917,2574,9/02/2015,
5045732,Mudgee Town Hall,64 Market Street Mudgee,Mid-Western Regional,SHR,464,1153,20/03/2014,
5045351,Railway Gatehouse,110 and 112 Green Parade Valley Heights,Blue Mountains,SHR,220,527,20/03/2014,
5051250,Randwick Post Office (former) and Jubilee Fountain,124 Alison Road Randwick,Randwick,SHR,1409,NULL,20/03/2014,
5051458,Quartz Roasting Pits Complex,10km North Hill End,Mid-Western Regional,SHR,1006,NULL,20/03/2014,
5051465,Medlow Dam,NULL,Blue Mountains,SHR,1366,NULL,20/03/2014,
5045295,"St. Andrew's Anglican Church, Hall & Rectory",313 Seven Hills Road North Seven Hills,Blacktown,SHR,57,251,20/03/2014,
5061346,Cootamundra Aboriginal Girls' Training Home,39 Rinkin Street Cootamundra,Cootamundra,SHR,1873,2501,20/03/2014,
5012153,Railway Square road overbridge,NULL,Sydney,SHR,1232,NULL,20/03/2014,
5045066,St. John's Uniting Church and Pipe Organ,NULL,North Sydney,SHR,423,1068,20/03/2014,
5045608,Post Office & Stables (former),18 Day Street East Maitland,Maitland,SHR,494,1263,20/03/2014,
5014146,Wangi Power Station Complex,NULL,Lake Macquarie,SHR,1014,NULL,20/03/2014,
5051367,Cooreei Bridge over Williams River,NULL,Dungog,SHR,1465,NULL,20/03/2014,
5053181,Observer Hotel,69 George Street The Rocks,Sydney,SHR,1565,NULL,20/03/2014,
5045013,Long Bay Correctional Centre,1250 Anzac Parade Malabar,Randwick,SHR,810,2491,20/03/2014,
5061073,Ancient Aboriginal and Early Colonial Landscape,NULL,Parramatta,SHR,1863,2463,20/03/2014,
5054919,St. Peter and Paul's Former Cathedral,42 Verner Street Goulburn,Goulburn Mulwaree,SHR,1797,2270,20/03/2014,
5001111,Box Hill House in grounds of McCall gardens,10 Terry Road Baulkham Hills,Baulkham Hills,SHR,613,1181,20/03/2014,
5001370,Goulburn Court House and Residence,4 Montague Street Goulburn,Goulburn Mulwaree,SHR,793,2496,20/03/2014,
5045332,Corana and Hygeia,211-215 Avoca Street Randwick,Randwick,SHR,454,1177,20/03/2014,
5053145,Baker's Terrace,66-68 Gloucester Street The Rocks,Sydney,SHR,1530,NULL,20/03/2014,
5052085,Simpson-Lee House I,23 Roland Avenue Wahroonga,Ku-Ring-Gai,SHR,1800,2240,20/03/2014,
5045142,Mortuary Railway Station and site,NULL,Sydney,SHR,157,200,20/03/2014,
5045179,Yasmar,185 Parramatta Road Haberfield,Ashfield,SHR,1379,1996,20/03/2014,
5045217,Site of Ficus superba var. henneana tree,3-4 Fernleigh Gardens Rose Bay,Woollahra,SHR,578,1580,20/03/2014,
5045272,Grantham Poultry Research Station (former),71 Seven Hills Road Seven Hills,Blacktown,SHR,1382,2486,20/03/2014,
5052122,Holy Trinity Anglican Church Group,71-85 Gilmour Street Kelso,Bathurst Regional,SHR,1852,2200,20/03/2014,
5044825,Blackguard Gully,NULL,Young,SHR,1775,2182,20/03/2014,
5054876,Enterprise Park and Coutt's Sailors Home (former),Bond Street Newcastle,Newcastle,SHR,1842,2377,20/03/2014,
5044754,Inverell Post Office,97 Otho Inverell,Inverell,SHR,1407,NULL,20/03/2014,
5012082,Great Zig Zag Railway deviation tunnels,NULL,Lithgow,SHR,1037,2395,20/03/2014,
5011981,Crookwell Railway Station and yard group,NULL,Upper Lachlan,SHR,1124,NULL,20/03/2014,
5045083,Richmond Main Colliery,NULL,Cessnock,SHR,16,120,20/03/2014,
5045329,Metters Building,154-158 Elizabeth Street Sydney,Sydney,SHR,732,1792,20/03/2014,
5045692,Ottery Mine,8km north-east Emmaville,Glen Innes Severn,SHR,392,953,20/03/2014,
5053162,Federation Hall and courtyard,24-30 Grosvenor Street The Rocks,Sydney,SHR,1546,2375,20/03/2014,
5061606,The Captain Thunderbolt Sites - Thunderbolt's Rock,New England Highway,Uralla,SHR,1889,2537,,
5044800,Wynstay Estate,68-78 The Avenue Mount Wilson,Blue Mountains,SHR,1520,1904,20/03/2014,
5045582,Crown Street Public School,NULL,Sydney,SHR,562,1514,20/03/2014,
5014215,Cadia Engine House & Surrounds,20km South West Orange,Blayney,SHR,779,1862,20/03/2014,
5045742,Woodlands,51 Church Street Newcastle,Newcastle,SHR,306,734,20/03/2014,
5056349,Wollongong Harbour Precinct,NULL,Wollongong City,SHR,1823,2306,20/03/2014,
5045567,Wyoming Cottage,NULL,Gosford,SHR,213,499,20/03/2014,
5001039,Hall of Champions (collection),NULL,Auburn,SHR,1295,NULL,20/03/2014,
5045668,Sze Yup Temple & Joss House,NULL,Sydney,SHR,267,651,20/03/2014,
5045541,Sydney School of Arts,275-277a Pitt Street Sydney,Sydney,SHR,366,1081,20/03/2014,
5045138,Warders Cottages,1 and 3 Barrack Lane Parramatta,Parramatta,SHR,709,1760,20/03/2014,
5045625,Edinglassie,NULL,Muswellbrook,SHR,170,423,20/03/2014,
5014147,Eveleigh Chief Mechanical Engineers Office,NULL,Sydney,SHR,1139,2341,20/03/2014,
5045562,Bishops Lodge,NULL,Hay,SHR,482,1215,20/03/2014,
5045397,"Centennial Park, Moore Park, Queens Park",NULL,Randwick,SHR,1384,2257,20/03/2014,
5050831,The Priory,NULL,Hunters Hill,SHR,1720,1974,20/03/2014,
5061932,Illoura Reserve,Weston St,Leichhardt,SHR,1923,2602,,
5045137,Nutcote,5 Wallaringa Avenue Neutral Bay,North Sydney,SHR,505,1303,20/03/2014,
5045699,Kawaree,3 Tharwa Road Queanbeyan,Queanbeyan,SHR,365,870,20/03/2014,
5045073,Iolanthe,691 Pacific Highway Gordon,Ku-Ring-Gai,SHR,227,606,20/03/2014,
5051423,Cooks River Sewage Aqueduct,NULL,Canterbury,SHR,1322,2012,20/03/2014,
5045213,Skinners Family Hotel,296 George Street Sydney,Sydney,SHR,584,1582,20/03/2014,
5011945,Bathurst Railway Station and Yard Group,NULL,Bathurst Regional,SHR,1078,NULL,20/03/2014,
5012078,Leeton Railway Station and yard group,NULL,Leeton,SHR,1178,NULL,20/03/2014,
5045601,Sydney Club,122 Pitt Street Sydney,Sydney,SHR,583,1592,20/03/2014,
5012133,Petersham Railway Station group,NULL,Marrickville,SHR,1223,2414,20/03/2014,
5051337,Katoomba Post Office (former),59-61 Katoomba Street Katoomba,Blue Mountains,SHR,1453,2113,20/03/2014,
5053604,Tryon Road Uniting Church,33 Tryon Road Lindfield,Ku-Ring-Gai,SHR,1672,1916,20/03/2014,
5012287,Werris Creek Railway Station and yard,NULL,Liverpool Plains,SHR,1285,NULL,20/03/2014,
5051463,Gara River Hydro-Electric Scheme,10km Southeast Armidale,Armidale Dumaresq,SHR,986,NULL,20/03/2014,
5045677,"St. Matthew's Anglican Church, Rectory, Stables & Cemetery",NULL,Hawkesbury,SHR,15,88,20/03/2014,
5051424,Crown Street Reservoir & Site,285 Crown Street Surry Hills,Sydney,SHR,1323,2018,20/03/2014,
5045007,Undercliffe Cottage (former),50 Argyle Place Millers Point,Sydney,SHR,929,NULL,20/03/2014,
5045418,Edwardian Terrace,"66, 68 Bettington Street Millers Point",Sydney,SHR,848,NULL,20/03/2014,
5001442,Bomen Railway Station,Main Southern railway Bomen NSW 2650,Wagga Wagga,SHR,1093,2646,27/05/2014,
5045693,Thomas Walker Convalescent Hospital,NULL,Canada Bay,SHR,115,244,20/03/2014,
5053204,Shop and Residence - Bakers Oven,121 George Street The Rocks,Sydney,SHR,1588,NULL,20/03/2014,
5012249,Tumut Railway Station group,NULL,Tumut,SHR,1273,NULL,20/03/2014,
5051375,MSB Stores Complex,2-4 Jenkins Street Millers Point,Sydney,SHR,1435,NULL,20/03/2014,
5051469,Cataract Dam,NULL,Wollondilly,SHR,1359,NULL,20/03/2014,
5045683,Hermitage and Garden,1-13 Pennant Avenue Denistone,Ryde,SHR,777,1859,20/03/2014,
5051444,Sewage Pumping Station 271,NULL,Marrickville,SHR,1342,2031,20/03/2014,
5056446,Mountain View Homestead and General Store,279 Todds Road Wisemans Creek,Bathurst Regional,SHR,1743,2064,20/03/2014,
5052418,Collingwood,NULL,Liverpool,SHR,1774,2191,20/03/2014,
5012096,Marrickville Railway Station group,NULL,Marrickville,SHR,1186,2389,20/03/2014,
5045222,Denham Court & Chapel,238 Campbelltown Road Denham Court,Campbelltown,SHR,212,498,20/03/2014,
5061385,Former Health Department Building,"93-97 Macquarie Street, Sydney",Sydney,SHR,1912,2583,15/08/2014,
5055310,The Chalet,2 Yerton Avenue Hunters Hill,Hunters Hill,SHR,1727,1986,20/03/2014,
5045522,St. Andrew's Uniting Church,NULL,Deniliquin,SHR,372,878,20/03/2014,
5060541,Wahroonga Reservoir (Elevated) (WS 0124),1678 Pacific Highway and Woonona Avenue Wahroonga,Ku-Ring-Gai,SHR,1352,NULL,20/03/2014,
5051445,Sewage Pumping Station 3,NULL,Leichhardt,SHR,1343,2032,20/03/2014,
5052613,Raby,1025 Camden Valley Way Catherine Field,Camden,SHR,1694,2318,20/03/2014,
5011939,Newcastle Annexe,NULL,Newcastle,SHR,795,2393,20/03/2014,
5045028,Riverview Cottage,NULL,Wingecarribee,SHR,100,329,20/03/2014,
5051384,St. Albans Bridge over MacDonald River,NULL,Hawkesbury,SHR,1480,NULL,20/03/2014,
5001053,Tulkiyan,707 Pacific Highway Gordon,Ku-Ring-Gai,SHR,1733,2004,20/03/2014,
5060513,St. Saviour's Cathedral,NULL,Goulburn Mulwaree,SHR,1798,2271,20/03/2014,
5012227,Sydenham Railway Station group,NULL,Marrickville,SHR,1254,2413,20/03/2014,
5051540,Gledswood,900 Camden Valley Way Catherine Field,Camden,SHR,1692,1925,20/03/2014,
5052348,Roxy Community Theatre,114-118 Pine Avenue Leeton,Leeton,SHR,1747,2067,20/03/2014,
5045468,New England Brass and Iron Lace Foundry,6 East Street Uralla,Uralla,SHR,1455,2111,20/03/2014,
5045224,"Christ Church, Churchyard & Cemetery",NULL,Wingecarribee,SHR,1383,2091,20/03/2014,
5045646,"Morpeth House, Closebourne House, Adjoining Chapels and Diocesan Registry Group",NULL,Maitland,SHR,375,880,20/03/2014,
5061198,Emu Plains (Nepean River) Underbridge,"Great Western Highway, Emu Plains",Penrith,SHR,1830,2558,,
5012234,"Tallong Railway Station, yard and water supply",NULL,Goulburn Mulwaree,SHR,1259,NULL,20/03/2014,
5045463,Half Moon Farm House,NULL,Palerang,SHR,288,707 [draft],20/03/2014,
5011959,Bungendore Railway Station and yard group,NULL,Palerang,SHR,1105,NULL,20/03/2014,
5012217,Shellharbour Railway Station Group,NULL,Shellharbour,SHR,1245,2452,20/03/2014,
5011976,Cootamundra Railway Station and yard group,NULL,Cootamundra,SHR,1118,NULL,20/03/2014,
5045391,Windsor Gardens,258-260 Mowbray Road Chatswood,Willoughby,SHR,571,1545,20/03/2014,
5051410,Comfort Lodge,62 Prospect Street Harris Park,Parramatta,SHR,283,686,20/03/2014,
5061399,La Perouse Mission Church,"Adina Avenue, La Perouse",Randwick,SHR,1893,2548,,
5012007,Exeter Railway Station group,NULL,Wingecarribee,SHR,1142,NULL,20/03/2014,
5014094,Cattai Estate,NULL,Baulkham Hills,SHR,982,2219,20/03/2014,
5053207,"Shop, Zia Pina Pizzeria",93 George Street The Rocks,Sydney,SHR,1591,NULL,20/03/2014,
5045378,Maitland Post Office,381 High Street Maitland,Maitland,SHR,1313,NULL,20/03/2014,
5045054,Davisville,63-67 Falls Road Wentworth Falls,Blue Mountains,SHR,401,1005,20/03/2014,
5053135,New Italy Settlement,2 New Italy Road New Italy via Woodburn,Richmond Valley,SHR,1648,2082,20/03/2014,
5060950,Yobarnie Keyline Farm,"Grose Vale Road, Grose Vale",Hawkesbury,SHR,1826,2291,,
5045387,Frederick Ash Building,359-361 Hunter Street Newcastle,Newcastle,SHR,642,1675,20/03/2014,
5061967,Collarenebri Aboriginal Cemetery,"Collarenebri Mungindi Road, Collarenebri",Walgett,SHR,1934,2605,17/12/2014,
5012050,Harden Railway Station and yard group,NULL,Harden,SHR,1165,NULL,20/03/2014,
5001030,Susannah Place,58-64 Gloucester Street The Rocks,Sydney,SHR,1310,NULL,20/03/2014,
5045274,Terrace House,"48, 50 Kent Street Millers Point",Sydney,SHR,921,NULL,20/03/2014,
5051453,Veteran Hall - House Remains,NULL,Blacktown,SHR,1351,NULL,20/03/2014,
5052102,Our Lady of Pompeii Roman Catholic Church,NULL,Griffith,SHR,1746,2010,20/03/2014,
5053177,Metcalfe Bond Stores,68-84 George Street The Rocks,Sydney,SHR,1562,NULL,20/03/2014,
5045101,Marrickville Town Hall (former),96-106 Illawarra Road Marrickville,Marrickville,SHR,573,1570,20/03/2014,
5051456,White's Creek Aqueduct,NULL,Leichhardt,SHR,1354,2243,20/03/2014,
5045389,Laurelbank,85-87 Penshurst Street Willoughby,Willoughby,SHR,657,1696,20/03/2014,
5014132,Fossil Collection,NULL,Penrith,SHR,971,NULL,20/03/2014,
5014133,Petrology Collection,NULL,Penrith,SHR,973,NULL,20/03/2014,
5045563,Sydney Cricket Ground - Members Stand and Lady Members Stand,NULL,Sydney,SHR,353,847,20/03/2014,
5055017,Portland Cement Works Precinct,NULL,Lithgow,SHR,1739,1967,20/03/2014,
5045297,Royal Botanic Gardens and Domain,NULL,Sydney,SHR,1070,2468,20/03/2014,
5051381,New Buildings Bridge over Towamba River,Wyndham (south west) Wyndham,Bega Valley,SHR,1477,2678,14/01/2015,
5051261,Wirrimbirra Sanctuary,NULL,Wollondilly,SHR,1508,2135,20/03/2014,
5061182,Catherine Hill Bay Cultural Precinct,NULL,Lake Macquarie,SHR,1828,2342,20/03/2014,
5045502,Strickland House,52 Vaucluse Road Vaucluse,Woollahra,SHR,722,2487,20/03/2014,
5012075,Armidale Railway Station and yard group movable relics,NULL,Armidale Dumaresq,SHR,1075,NULL,20/03/2014,
5053871,Pymble Reservoir No.2 (Covered) (WS 0098),NULL,Ku-Ring-Gai,SHR,1633,2048,20/03/2014,
5061721,Darling Harbour Woodward Water Feature,Cockle Bay Promenade,Sydney,SHR,1933,2598,30/06/2014,
5045037,Charing Cross,11 Victoria Street Waverley,Waverley,SHR,449,449,20/03/2014,
5045216,"Glenlee, outbuildings, garden & gatelodge",NULL,Campbelltown,SHR,9,5,20/03/2014,
5051299,Pyrmont Post Office,148 Harris Street Pyrmont,Sydney,SHR,1440,2139,20/03/2014,
5000657,Parramatta Correctional Centre,73 O'Connell Street Parramatta,Parramatta,SHR,812,2510,20/03/2014,
5061224,Mort's Dock,NULL,Leichhardt,SHR,1854,2337,20/03/2014,
5011935,Bombo Railway Station group,NULL,Kiama,SHR,1092,NULL,20/03/2014,
5051476,Megarritys Bridge,NULL,Wollondilly,SHR,1367,NULL,20/03/2014,
5012127,Orange Railway Station and yard group,NULL,Orange,SHR,1218,NULL,20/03/2014,
5045280,Capitol Theatre,3-15 Campbell Street Sydney,Sydney,SHR,391,955,20/03/2014,
5053875,Sewer Vent and Cottages,"24, 26 Premier Street Marrickville",Marrickville,SHR,1636,2050,20/03/2014,
5053140,Argyle Terrace - Caminetto's Restaurant,13-15 Playfair Street The Rocks,Sydney,SHR,1525,NULL,20/03/2014,
5053183,Orient Hotel,87-89 George Street The Rocks,Sydney,SHR,1567,NULL,20/03/2014,
5045356,St. Andrew's Anglican Church (former),NULL,Walcha,SHR,469,1160,20/03/2014,
5045121,Tenterfield Railway Station group,NULL,Tenterfield,SHR,1267,NULL,20/03/2014,
5045544,Jarvisfield,NULL,Wollondilly,SHR,305,731,20/03/2014,
5000656,Cooma Cottage,NULL,Yass Valley,SHR,1496,2124,20/03/2014,
5053163,Fortune of War Hotel,137 George Street The Rocks,Sydney,SHR,1547,NULL,20/03/2014,
5061608,The Captain Thunderbolt Sites - Thunderbolt's Grave,,Uralla,SHR,1889,2540,,
5055412,Ulgundahi Island,NULL,Clarence Valley,SHR,1721,1982,20/03/2014,
5012134,Picton Railway Station group,NULL,Wollondilly,SHR,1224,NULL,20/03/2014,
5012058,Jerilderie Railway Station Group,NULL,Jerilderie,SHR,1658,NULL,20/03/2014,
5045512,Connollys Mill,NULL,Goulburn Mulwaree,SHR,215,522,20/03/2014,
5053622,Port Macquarie Second Burying Ground 1824 - 1886,NULL,Port Macquarie-Hastings,SHR,1731,1993,20/03/2014,
5045731,BMA House,135-137 Macquarie Street Sydney,Sydney,SHR,252,620,20/03/2014,
5045505,Garrison Anglican Church Precinct,NULL,Sydney,SHR,644,1674,20/03/2014,
5045116,AWA Building and Tower,45-47 York Street Sydney,Sydney,SHR,665,1710,20/03/2014,
5045615,Inn & Outbuildings (former),NULL,Singleton,SHR,242,550,20/03/2014,
5051207,Cronulla Sand Dune and Wanda Beach Coastal Landscape,NULL,Sutherland,SHR,1668,NULL,20/03/2014,
5051407,Harrisford,182 George Street Parramatta,Parramatta,SHR,248,588,20/03/2014,
5045225,Clear Oaks Moxey's Farm House,135 Francis Street Richmond,Hawkesbury,SHR,58,252,20/03/2014,
5045034,Alma House,114 Belmont Road Mosman,Mosman,SHR,70,264,20/03/2014,
5045581,Hero of Waterloo Hotel,"81, 83 Lower Fort Street Millers Point",Sydney,SHR,633,1662,20/03/2014,
5054714,Ashton and its grounds,102 Elizabeth Bay Road Elizabeth Bay,Sydney,SHR,1684,1919,20/03/2014,
5045470,Rookwood Cemetery and Necropolis,NULL,Auburn,SHR,718,1770,20/03/2014,
5001040,Dawn Fraser Swimming Pool,NULL,Leichhardt,SHR,1398,NULL,20/03/2014,
