X,Y,project_id,orig_id,title,author,consultant,client,year,item_link,doc_type,notes,aol_qualit,contributo,site locat,county,lga,exportaddr,veriaddres,loc_conf,source
150.999796,-33.812874,"41","13094",Parramatta Park Gardens Precinct : historical archaeological test excavation report,Godden Mackay Logan (GML),Godden Mackay Logan (GML),,"2016",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13094,archaeological,Surry Hills,,not searched,"""April 2016"" -- on cover",,,,,Great,NSW-HeritageLibrary
150.999524,-33.812719,"54","13046","George Street Culvert, Murray Gardens, Parramatta Park:  Phase Two conservation works S60 application and impact assessment",Casey & Lowe,Casey & Lowe,,"2016",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13046,archaeological,Leichhardt,,not searched,"29 page + appendices; CDROM in Q 930.1 CD/4",,,,,Great,NSW-HeritageLibrary
151.000178,-33.812771,"59","13030",Parramatta Park George Street Gatehouse grease trap installation : historical archaeological excavation report,Godden Mackay Logan (GML),Godden Mackay Logan (GML),,"2016",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13030,archaeological,Surry Hills,,not searched,"33 pages + appendices; CDROM in Q720.288 CD/7",,,,,Great,NSW-HeritageLibrary
151.1319909,-33.723598,"81","91","Archaeological Assessment. ""Bethania"" St Vincent's College, Potts Point.",Thorp W. |,,,"1997","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13684_ID_Thorp1997BethaniaStVincentsPottsPtArchAssess.pdf;query=;brand=default",Survey/Assessment,,Original master copy,Wendy Thorp,"15-19 Challis Ave, Potts Point",Cumberland,Council of the City of Sydney,"15-19 CHALLIS AVE, Sydney, NSW","15 Challis Ave, Turramurra NSW 2074, Australia",Great,NSW-AOL
150.999796,-33.812874,"110","13011",Parramatta Park Bowling Green shade shelter : results of archaeological monitoring interim report,Godden Mackay Logan (GML),Godden Mackay Logan (GML),,"2016",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13011,archaeological,Redfern,,not searched,"9 pages; CDROM in Q 930.1 CD/4",,,,,Great,NSW-HeritageLibrary
150.999796,-33.812874,"117","13002",Parramatta Park Gardens Precinct:  historical archaeological test excavation report,Godden Mackay Logan (GML),Godden Mackay Logan (GML),,"2015",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13002,archaeological,Redfern,,not searched,"Does not contain Appendix C, D or E.4 It contains a group of reports and is catalogued under Gardens Precinct Parramatta Park : heritage assessment and impact statement.",,,,,Great,NSW-HeritageLibrary
150.999796,-33.812874,"118","13003",Parramatta Park Gardens Precinct: historical archaeological research design,Godden Mackay Logan (GML),Godden Mackay Logan (GML),,"2015",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13003,archaeological,Redfern,,not searched,CDROM is in Q 930.1 CDPark : heritage assessment and impact statement.,,,,,Great,NSW-HeritageLibrary
151.2262957,-33.8675339,"122","215","Archaeological Management.  ""Chatsworth"" 22 Wylde Street, Potts Point.",Thorp W. |,,Winten Property Group,"1998","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13535_ID_Thorp1998ChatsworthPottsPtArchAssess.pdf;query=;brand=default",Survey/Assessment,Domestic life |,Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"22 Wylde Street, Potts Point",Cumberland,Council of the City of Sydney,"22 WYLDE STREET, POTTS POINT, NSW","22 Wylde St, Potts Point NSW 2011, Australia",Great,NSW-AOL
150.999796,-33.812874,"122","12988",Gardens Precinct Parramatta Park: heritage assessment and impact statement,Godden Mackay Logan (GML),Godden Mackay Logan (GML),,"2015",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12988,archaeological,Redfern,,not searched,The CDROM contains 3 reports from GML and 3,,,,,Great,NSW-HeritageLibrary
150.997327,-33.812149,"123","12979",Old Government House Parramatta : archaeological monitoring of drainage works,Godden Mackay Logan (GML),Godden Mackay Logan (GML),,"2015",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12979,archaeological,Redfern,,not searched,"""November 2015"" -- on cover",,,,,Great,NSW-HeritageLibrary
150.995307,-33.812445,"146","1800","Parramatta observatory, Old Government House, Parramatta; the case for archaeological investigation",Elizabeth Brenchley.,Elizabeth Brenchley.,,"1980",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=1800,archaeology,not given,,not given,none given,,,,,Great,NSW-HeritageLibrary
150.997327,-33.812149,"180","6351",Old Government House Parramatta : Monograph conservation plan,"Heritage Group, Department of Public Works and Services","Heritage Group, Department of Public Works and Services",,"1997",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6351,CMP,not searched,,not searched,Supplementary volume dated October 2001 was NSW Heritage Council endorsed 27/6/2003. Expiry of endorsement 27/6/2008,,,,,Great,NSW-HeritageLibrary
151.1850845,-33.84142584,"221","758","Heritage Assessment and Statement of Heritage Impact. ""Densleigh"". 12 Victoria Street, Greenwich.",Thorp W. |,Cultural Resources Management |,Dawson Brown Architecture,"2001","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13551_ID_Thorp2001Densleigh12VictoriaStGreenwichHrtgRpt.pdf;query=;brand=default",Heritage/Conservation,Domestic life |,Original master copy,Wendy Thorp Collection,"12 Victoria Street, Greenwich.",Cumberland,Lane Cove Municipal Council,"12 VICTORIA STREET, GREENWICH, NSW","12 VICTORIA STREET GREENWICH, NSW 2065, AUSTRALIA",Great,NSW-AOL
151.1853062,-33.85098365,"222","759","Heritage Assessment and Statement of Heritage Impact. ""Devon Villa"". 27 Wharf Road, Birchgrove.",Thorp W. |,Cultural Resources Management |,Dawson Brown Architecture,"2001","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13583_ID_Thorp2001DevonVillaBirchgroveHrtgRpt.pdf;query=;brand=default",Heritage/Conservation,Domestic life |,Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"27 Wharf Road, Birchgrove.",Cumberland,Leichhardt Municipal Council,"27 WHARF ROAD, BIRCHGROVE, NSW","27 WHARF ROAD BIRCHGROVE, NSW 2041, AUSTRALIA",Great,NSW-AOL
150.997327,-33.812149,"222","2334",Old Government House site: architects' report,Fisher Hudson Pty. Ltd.,Fisher Hudson Pty. Ltd.,New World Properties (NSW) Pty. Ltd.,"1982",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=2334,archaeology,Sydney,,Fisher Hudson Pty. Ltd.,"1 v. : ill., maps, plans.",,,,,Great,NSW-HeritageLibrary
151.2545308,-33.87176165,"225","768","Heritage Assessment. Statement of Heritage Impact. ""Rothsay"", 3 Cranbrook Road, Bellevue Hill.",Thorp W. |,Cultural Resources Management |,,"1999","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13575_ID_Thorp1999RothsayBellevueHillHrtgRpt.pdf;query=;brand=default",Heritage/Conservation,Domestic life | Health |,Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"3 Cranbrook Rd, Bellevue Hill",Cumberland,Woollahra Municipal Council,"3 CRANBROOK RD, BELLEVUE HILL, NSW","3 CRANBROOK ROAD BELLEVUE HILL, NSW 2023, AUSTRALIA",Great,NSW-AOL
150.9941107,-33.8063599,"236","2389","Report: Parramatta Park: the Governor's dairy, excavation of portion of room 4C",Anne Bickford,Anne Bickford,Brian McDonald Architect Pty. Ltd.,"1987",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=2389,archaeology,Sydney,,A. Bickford,"45 leaves : ill., plans.",,,,,Great,NSW-HeritageLibrary
150.9941107,-33.8063599,"259",,Archaeological Report Governor's Dairy Precinct Parramatta Park.,Thorp W. |,Wendy Thorp |,Parramatta City Council,"1994","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13511_ID_Thorp1994GovernorsDairyParramattaPkExcavRpt.pdf;query=;brand=default",Excavation Report,Government and administration | Pastoralism | Technology |,Original master copy,Wendy Thorp Collection,"Parramatta Park, Parramatta, Sydney",Cumberland,Parramatta City Council,,,Great,NSW-AOL
151.2063984,-33.86137799,"267","1008","""Lilyvale"", Sydney. Clay and Other Tobacco Pipes. Unpublished Report Prepared for Wendy Thorp.",Wilson G. |,,,"1989","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13900_ID_Wilson1989LilyvaleTheRocksTobaccoPipesArtefactRpt.pdf;query=;brand=default",Excavation Report,Domestic life |,Photocopy,Judy Birmingham Collection,"The Rocks, NSW",Cumberland,Council of the City of Sydney,"176 CUMBERLAND STREET, SYDNEY, NSW","176 CUMBERLAND STREET THE ROCKS, NSW 2000, AUSTRALIA",Great,NSW-AOL
150.9941107,-33.8063599,"283",,"Archaeological Work at the Governor's Dairy, Parramatta Park. Summary Statement.",Thorp W. |,,,"1993","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13859_ID_Thorp1993GovernorsDairyParramattaPkExcavRpt.pdf;query=;brand=default",Excavation Report,Agriculture | Government and administration |,Photocopy,Judy Birmingham Collection,"Parramatta, NSW",Cumberland,Parramatta City Council,,,Great,NSW-AOL
150.9941107,-33.8063599,"343",,"Assorted Plans of the Governor's Dairy, Parramatta Park, Parramatta. [Exact source unknown]",Varman R.V.J. |,,,"2012","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13906_ID_VarmanNDGovernorsDairyParramattaAsstPlansArchAssess.pdf;query=;brand=default",Survey/Assessment,Agriculture |,Photocopy,Judy Birmingham Collection,"Parramatta, NSW",Cumberland,Parramatta City Council,,,Great,NSW-AOL
150.9233382,-33.6986727,"376","764","Heritage Assessment. Landcom Project 12656, Kellyville.",Thorp W. |,Cultural Resources Management |,Craig and Rhodes on Behalf of Landcom,"2001","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13543_ID_Thorp2001LandcomProject12656KellyvilleHrtgRpt.pdf;query=;brand=default",Heritage/Conservation,"Domestic life | Towns, suburbs and villages |",Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"Formerly """"Merriville""""  33 Vinegar Hill Road, Kellyville",Cumberland,The Hills Shire Council,"33 VINEGAR HILL, not known, NSW","33 Vinegar Hill Rd, Kellyville Ridge NSW 2155, Australia",Poor,NSW-AOL
151.2048699,-33.86657883,"385","66","The Watch House, 82 Erskine Street, Sydney: conservation report",,,,"1991",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=66,CMP,"""April 1991"" ABN No - abn96146655, 30 leaves ill., plans 30 cm.",not searched,not searched,not searched,not searched,not searched,"82 ERSKINE STREET, SYDNEY, NSW","82 ERSKINE STREET SYDNEY, NSW 2000, AUSTRALIA",Great,NSW-HeritageLibrary
151.26108,-33.91414565,"401","3061","Conservation plan for ""Cliffbrook"" 45 Beach Street, Coogee",McDonald Mcphee Pty Ltd in association with P & J Projects,McDonald Mcphee Pty Ltd in association with P & J Projects,University of New South Waless.,"1993",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=3061,historic sites,1 v. : folded plans.,not searched,The Author,not searched,not searched,not searched,"45 BEACH STREET, COOGEE, NSW","45-51 BEACH STREET COOGEE, NSW 2034, AUSTRALIA",Great,NSW-HeritageLibrary
151.257069,-33.8727356,"409","3259","Statement to Commission of Inquiry 30th August, 1983: proposed permanent conservation order ""Salisbury Court"" 1-7 Salisbury Road, Rose Bay",Peter R. Jensen,Peter R. Jensen,Woollahra Municipal Councill.,"1983",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=3259,historic sites,",",not searched,not searched,not searched,not searched,not searched,"1-7 SALISBURY ROAD, ROSE BAY, NSW","1 SALISBURY ROAD ROSE BAY, NSW 2029, AUSTRALIA",Great,NSW-HeritageLibrary
151.2085832,-33.8577481,"413","3296","The ""Counting House"", 43-45 George Street North, The Rocks: archaeological investigations",E C J Lydon,E C J Lydon,Sydney Cove Authorityy.,"1993",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=3296,archaeology,various pagings : ill.,not searched,The Author,not searched,not searched,not searched,"43-45 GEORGE STREET, THE ROCKS, NSW","43-45 George St, The Rocks NSW 2000, Australia",Great,NSW-HeritageLibrary
151.2213168,-33.84205719,"423","3367","Conservation plan for ""Nutcote"" 5 Wallaringa Ave, Neutral Bay",Howard Tanner & Associatess.,Howard Tanner & Associatess.,,"1992",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=3367,historic sites,1 v. various pagings :ill.,not searched,The Author,not searched,not searched,not searched,"5 WALLARINGA AVE, NEUTRAL BAY, NSW","5 WALLARINGA AVENUE KURRABA POINT, NSW 2089, AUSTRALIA",Great,NSW-HeritageLibrary
150.9941107,-33.8063599,"479","3801","The Dairy Precinct, Parramatta Park, Parramatta, NSW, Australia: revised conservation plan",Design 5 Architects.,Design 5 Architects.,Parramatta City Council,"1994",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=3801,archaeology,"Surry Hills, NSW",,The Author,4 v.,,,,,Great,NSW-HeritageLibrary
151.194745,-33.883171,"507","5553","Grace Bros, Broadway: historical archaeological report: volume 4 - artefact inventory: areas 5 and 6B, 24 - 8 Bay Street, 1, 38-40 & rear Francis Street, 46-48 & rear 48 Francis Street",Damaris Bairstow,Damaris Bairstow,Walker Civil Engineering.,"1997",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=5553,archaeology,5 v. : ill. : maps.,not searched,The author,not searched,not searched,not searched,"24-8 BAY STREET, Sydney, NSW",not verified,Poor,NSW-HeritageLibrary
150.9941107,-33.8063599,"540","4223","The Dairy Precinct, Parramatta Park, Parramatta, NSW, Australia: revised conservation plan: volume 2 appendices C-H detailed history & interviews",Design 5 Architects.,Design 5 Architects.,Parramatta City Council,"1994",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=4223,archaeology,"Surry Hills, NSW",,The Author,4 v.,,,,,Great,NSW-HeritageLibrary
150.9941107,-33.8063599,"541","4224","The Dairy Precinct, Parramatta Park, Parramatta, NSW, Australia: revised conservation plan: Volume 3: appendices I-J maps, plans, illustrations & documents",Design 5 Architects.,Design 5 Architects.,Parramatta City Council,"1994",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=4224,archaeology,"Surry Hills, NSW",,The Author,4 v.,,,,,Great,NSW-HeritageLibrary
150.9941107,-33.8063599,"542","4225","The Dairy Precinct, Parramatta Park, Parramatta, NSW, Australia: revised conservation plan: volume 4: appendices K-O archaeology, landscape & research reports",Design 5 Architects.,Design 5 Architects.,Parramatta City Council,"1994",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=4225,archaeology,"Surry Hills, NSW",,The Author,4 v.,,,,,Great,NSW-HeritageLibrary
150.9941107,-33.8063599,"548",,"The Dairy Precinct, Parramatta Park, Parramatta, NSW. Revised Conservation Plan, Volume 1. Conservation Analysis and Conservation Policy.",,Design 5 - Architects |,Parramatta City Council,"1994","http://nswaol.library.usyd.edu.au/view?docId=pdfs/13107_ID_Design51994DairyPrecinctParramattaPkRevisedConservPlanVol01.pdf;query=;brand=default",Heritage/Conservation,Agriculture | Government and administration |,Photocopy,Judy Birmingham Collection,"Parramatta, NSW",Cumberland,Parramatta City Council,,,Great,NSW-AOL
150.9941107,-33.8063599,"549",,The Dairy Precinct Parramatta Park Revised Conservation Plan. Appendices C-H Detailed Histories and Interviews. Second Draft Vol 2.,,Design 5 Architects |,Parramatta City Council,"1994","http://nswaol.library.usyd.edu.au/view?docId=pdfs/22555_ID_Design5Architects1994TheDairyPrecinctConservationPlanHistoryandInterviewsDraft2Vol2.pdf;query=;brand=default",Heritage/Conservation,,Photocopy,Heritage Branch Library Collection,"Parramatta Park, Parramatta NSW",Cumberland,Parramatta City Council,,,Great,NSW-AOL
150.9941107,-33.8063599,"550",,"The Dairy Precinct Parramatta Park Revised Conservation Plan. Appendices I-J Maps, Plans, Illustrations and Documents. Vol 3.",,Design 5 Architects |,Parramatta City Council,"1994","http://nswaol.library.usyd.edu.au/view?docId=pdfs/22542_ID_Design5Architects1994TheDairyPrecinctConservationPlanAppendMapsPlansIllustDocVol3.pdf;query=;brand=default",Heritage/Conservation,,Photocopy,Heritage Branch Library Collection,"Parramatta Park, Parramatta NSW",Cumberland,Parramatta City Council,,,Great,NSW-AOL
150.9941107,-33.8063599,"551",,"The Dairy Precinct Parramatta Park Revised Conservation Plan. Appendices K-O Archaeology, Landscape and Research Reports. Vol 4.",,Design 5 Architects |,Parramatta City Council,"1994","http://nswaol.library.usyd.edu.au/view?docId=pdfs/22544_ID_Design5Architects1994TheDairyPrecinctConservationPlanAppedArchLandscapeResearchReps.pdf;query=;brand=default",Heritage/Conservation,,Photocopy,Heritage Branch Library Collection,"Parramatta Park, Parramatta NSW",Cumberland,Parramatta City Council,,,Great,NSW-AOL
150.9941107,-33.8063599,"552",,The Dairy Precinct Parramatta Park Revised Conservation Plan. Conservation Analysis and Conservation Policy. Third Draft Vol 1.,,Design 5 Architects |,Parramatta City Council,"1994","http://nswaol.library.usyd.edu.au/view?docId=pdfs/22535_ID_Design5Architects1994TheDairyPrecinctConservationPlanDraft3Vol1.pdf;query=;brand=default",Heritage/Conservation,,Photocopy,Heritage Branch Library Collection,"Parramatta Park, Parramatta NSW",Cumberland,Parramatta City Council,,,Great,NSW-AOL
151.1907409,-33.8917449,"557","6186","Archaeological testing 241-277 Rose Street Darlington Campus, University of Sydney for the University of Sydney",Casey & Lowe Associates,Casey & Lowe Associates,,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6186,archaeological,"""March 2001"". Cover title. Comb binding, 15 leaves : ill. (some col.), plans ; ;30 cm. Appe",,not searched,not searched,not searched,not searched,"241-277 ROSE STREET, DARLINGTON, NSW","241/277 Rose Street, Darlington NSW 2008, Australia",Great,NSW-HeritageLibrary
150.9916366,-33.8083378,"558","6191","Park Lodge, 9-10 The Park, Parramatta (13-21 Good Street, Westmead): an archaeological assessment of aboveground and belowground remains",Robert V.J.P. Varman.,Robert V.J.P. Varman.,Kellaway Constructions Pty Ltd,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6191,archaeological,"""July 2001"". Cover title. Comb binding, 2 v. : ill., plans ; ;30 cm.",,not searched,not searched,not searched,not searched,"9-10 THE PARK, PARRAMATTA, NSW","10/9 Park Ave, Parramatta NSW 2150, Australia",Great,NSW-HeritageLibrary
152.9075114,-31.4288659,"559","6195","An archaeological assessment of the potential heritage significance of the Post Office and C.W.A. of NSW sites, (Allotments 3 & 4 of Section 11, Horton Street): 17 & 19 Horton Street, Port Macquarie, NSW",John Appleton,John Appleton,APP Property Pty Ltd.,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6195,archaeological,"""May 2001"". Cover title. Comb binding, 28 leaves : ill., plans ; ;30 cm.",,not searched,not searched,not searched,not searched,"19 HORTON STREET PORT, PORT MACQUARIE, NSW","19 Horton St, Port Macquarie NSW 2444, Australia",Great,NSW-HeritageLibrary
151.0024137,-33.8191189,"560","6206","Baseline archaeological assessment: 37 Campbell Street, Parramatta, NSW","Fenella Atkinson and Martin D. Carney, Archaeological Management & Consulting Group Pty Ltd","Fenella Atkinson and Martin D. Carney, Archaeological Management & Consulting Group Pty Ltd",Myung Ihm.,"2000",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6206,archaeological,"""September 2000"". Cover title. Comb binding, 33, [12] leaves : plans ; ;30 cm.",,not searched,not searched,not searched,not searched,"37 CAMPBELL STREET, PARRAMATTA, NSW","37 CAMPBELL STREET PARRAMATTA, NSW 2150, AUSTRALIA",Great,NSW-HeritageLibrary
151.2152561,-33.8498055,"561","6211","The archaeological investigation of 63-65 Kirribilli Avenue, Kirribilli: report to Bruce Swalwell Architects",Tony Lowe,Casey & Lowe Associates.,,"2000",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6211,archaeological,"""February 2000"". Cover title. Comb binding. ""This reportwas written by Tony Lowe""... p. 2, 1 v. (various pagings) : col. plates, plans ; ;30",,not searched,not searched,not searched,not searched,"63-65 KIRRIBILLI AVENUE, KIRRIBILLI, NSW","63-65 Kirribilli Ave, Kirribilli NSW 2061, Australia",Great,NSW-HeritageLibrary
151.266671,-33.89367449,"562","6274",Historical archaeological assessment of the former site of 'Castlefield House' at 24-26 Imperial Avenue Bondi NSW,Peter Douglas,Peter Douglas,Eastern Suburbs Construction P/L,"2002",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6274,archaeological,"""May 2002"". Spiral binding. ""Report... inunderground cistern discovered during bulk excavation. ;  Includes bibliographical references (leaf 50), 54 leaves : ill. ; ;30 cm. ; ;30 cm.",,not searched,not searched,not searched,not searched,"24-26 IMPERIAL AVENUE, BONDI, NSW","24-26 IMPERIAL AVENUE BONDI, NSW 2026, AUSTRALIA",Great,NSW-HeritageLibrary
151.2058139,-33.8755366,"563","6276","Archaeological assessment: 1-9 Albion Place, 518-534 Kent Street, 531-551 George Street, Sydney",Cultural Resources Management,Cultural Resources Management,Centaran Holdings Pty Ltd.,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6276,archaeological,"""July 2001"". Comb binding. ;  Includes bibliographical references, 63 leaves : ill. (some col.) , folded plans ; ;30",,not searched,not searched,not searched,not searched,"1-9 ALBION PLACE, SYDNEY, NSW","9/1 Albion Pl, Sydney NSW 2000, Australia",Great,NSW-HeritageLibrary
150.9277564,-33.91564697,"564","6295","Historical and archaeological assessment or proposed development 11-11A Bigge & 35-39 Lachlan Street, Liverpool, NSW",Edward Higginbotham,Edward Higginbotham,Pagano Design Services Pty Ltd.,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6295,archaeological,"""October 2001"". Report prepared by Kevin Hickson, historical research was completed by Terry Kass. ;  PI",,not searched,not searched,not searched,not searched,"35-39 LACHLAN STREET, LIVERPOOL, NSW","33-39 LACHLAN STREET WARWICK FARM, NSW 2170, AUSTRALIA",Great,NSW-HeritageLibrary
151.2124793,-33.86382213,"565","6313","Chief Secretary's Building 121 Macquarie Street, Sydney: conservation management plan",Heritage Design Services of the Department of Public Works and Services.,Heritage Design Services of the Department of Public Works and Services.,,"1994",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6313,CMP,"Updated revision of ""Conservation plan for the2762003.  Expiry of endorsement 2762008 0734742142;, 196, [26] leaves : plans ; ;30 cm.",,not searched,not searched,not searched,not searched,"121 MACQUARIE STREET, SYDNEY, NSW","112/123 MACQUARIE STREET SYDNEY, NSW 2000, AUSTRALIA",Great,NSW-HeritageLibrary
151.133265,-33.88178194,"599","6636","Yasmar Juvenile Justice Centre, 183-185 Parramatta Rd., Haberfield :  conservation management plan",Heritage Design Services.,Heritage Design Services.,,"2003",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6636,CMP,"""This report is commissioned by...Property 0374742274;, 1 v. (various pagings) : ill., phots, plans; 30 c",,not searched,not searched,not searched,not searched,"183-185 PARRAMATTA RD, HABERFIELD, NSW","183 PARRAMATTA ROAD HABERFIELD, NSW 2045, AUSTRALIA",Great,NSW-HeritageLibrary
151.0002252,-33.81567712,"601","6846","Archaeological assessment report 33-35 Hunter Street Parramatta, NSW: Report prepared in support of an application for an archaeological excavation permit under S.139 of the NSW Heritage Act, 1997.",Graham Wilson Fenella Atkinson Dan Tuck & Peter Douglas on behalf of Sonenco Pty Ltd & Ross Howieson Pty Ltd (Architects).,Graham Wilson Fenella Atkinson Dan Tuck & Peter Douglas on behalf of Sonenco Pty Ltd & Ross Howieson Pty Ltd (Architects).,,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6846,archaeology,"Cover note ""August 2001"", 72 p.",,not searched,not searched,not searched,not searched,"33-35 HUNTER STREET, PARRAMATTA, NSW","33 HUNTER STREET PARRAMATTA, NSW 2150, AUSTRALIA",Great,NSW-HeritageLibrary
151.0097782,-33.81439785,"602","6847",Excavation permit application 180-180A George Street & 30-32 Charles Street Parramatta,,,Meriton Apartments.,"2002",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6847,archaeology,"Cover title ""August 2002"", 15 p. + appendices.",,not searched,not searched,not searched,not searched,"180-180A GEORGE STREET, PARRAMATTA, NSW","180A GEORGE STREET PARRAMATTA, NSW 2150, AUSTRALIA",Great,NSW-HeritageLibrary
151.0084563,-33.8128591,"603","6851","Archaeological assessment and research design 72 Phillip Street, Parramatta",,,Aladdins (Aust) Pty Ltd.,"2002",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6851,archaeology,"Cover title ""July 2002"", 57 p. + appendices.",,not searched,not searched,not searched,not searched,"72 PHILLIP STREET, PARRAMATTA, NSW","72 Phillip St, Parramatta NSW 2150, Australia",Great,NSW-HeritageLibrary
151.0084563,-33.8128591,"604","6853",Archaeological test excavations: former MWS&DB depot 72 Phillip Street Parramatta NSW,Martin Carney and Fenella Atkinson Archaeological Management & Consulting Group Pty Ltd,Martin Carney and Fenella Atkinson Archaeological Management & Consulting Group Pty Ltd,Aladdins (Aust) Pty Ltd.,"2003",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6853,archaeology,"Cover title: ""April 2003"", 56 p.",,not searched,not searched,not searched,not searched,"72 PHILLIP STREET, PARRAMATTA, NSW","72 Phillip St, Parramatta NSW 2150, Australia",Great,NSW-HeritageLibrary
151.0031033,-33.81142891,"605","6854","Archaeological assessment, research design & excavation methodology for investigations at 101 Marsden Street Parramatta NSW",Graham Wilson Dan Tuck & Peter Douglas on behalf of Baulkham Hills Apartments Pty Ltd.,Graham Wilson Dan Tuck & Peter Douglas on behalf of Baulkham Hills Apartments Pty Ltd.,,"2002",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6854,archaeology,"Cover title ""July 2002"", 54 p. + appendices.",,not searched,not searched,not searched,not searched,"101 MARSDEN STREET, PARRAMATTA, NSW","101 MARSDEN STREET PARRAMATTA, NSW 2150, AUSTRALIA",Great,NSW-HeritageLibrary
151.0042441,-33.81415075,"607","6856","Historical and archaeological assessment of the site of the proposed officeworks superstore, 41-53 George Street, Parramatta, NSW",Edward Higginbotham,Edward Higginbotham,Siblow Pty Ltd & Ron Howare Heritage Conservation Pty Ltd.,"1995",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6856,archaeology,"Cover title: ""November 1995"", 95 p.",,not searched,not searched,not searched,not searched,"41-53 GEORGE STREET, PARRAMATTA, NSW","41-59 GEORGE STREET PARRAMATTA, NSW 2150, AUSTRALIA",Great,NSW-HeritageLibrary
151.0064887,-33.81267377,"608","6857","Historical and archaeological assessment of St George's terrace, 44-56 Phillip Street, Parramatta, NSW",Edward Higginbotham,Edward Higginbotham,Citicentre Developments Pty Ltd.,"1999",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6857,archaeology,"""September 1999"", various pagination.",,not searched,not searched,not searched,not searched,"44-56 PHILLIP STREET, PARRAMATTA, NSW","44 PHILLIP STREET PARRAMATTA, NSW 2150, AUSTRALIA",Great,NSW-HeritageLibrary
