X,Y,project_id,orig_id,title,author,consultant,client,year,item_link,doc_type,notes,aol_qualit,contributo,site locat,county,lga,exportaddr,veriaddres,loc_conf,source
151.2075952,-33.869587,"0","402",420 George Street Mid City Centre: archival record,Otto Cserhalmi & Partners.,Otto Cserhalmi & Partners.,,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=11547,,"""June 2007""""""","0","0","0","0","0","420 GEORGE STREET, Sydney, NSW","420 George St, Sydney NSW 2000, Australia",Great,NSW-HeritageLibrary
150.5697653,-35.0860672,"0","403","MR92 The Wool Road - Bulee Gap, stone retaining walls and sentry point: photographic recording of heritage items; Roads and Traffice Authority.",Roads and Traffice Authority.,Roads and Traffice Authority.,,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9371,,"""June 2007""""""","0","0","0","0","0","92 THE WOOL ROAD, BULEE, NSW","92 The Wool Rd, Basin View NSW 2540, Australia",RANGE_INTERPOLATED,NSW-HeritageLibrary
150.585985,-34.857491,"0","404",Proposed residential subdivision off Jamieson Road North Nowra: heritage assessment,Weir & Phillips.,Weir & Phillips.,,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9214,,"""June 2007""""""","0","0","0","0","0",[u'route'],"Jamieson Rd, North Nowra NSW 2541, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.8435706,-34.7030406,"0","405","Bush bank mill, Kiama: archaeological assessment and exception application",Banksia Heritage & Archaeology.,Banksia Heritage & Archaeology.,Kiama Council,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9314,archaeology,"""June 2007""""""","0","0","0","0","0",[u'route'],"Bush Bank Mill Trail, Kiama Heights NSW 2533, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.6562223,-32.9439314,"0","406","Archaeological monitoring of excavation - civil works, Hunter and Merewether Streets, Newcastle, NSW",Nexus Archaeology & Heritage.,Nexus Archaeology & Heritage.,Newcastle City Council,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10420,archaeology,"""June 2007""""""","0","0","0","0","0",[u'route'],"Merewether St, Cardiff NSW 2285, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.5396837,-32.7599205,"0","407","Historical archaeology of the former Dagworth Estate, Gillieston Heights, NSW: assessment of significance and research design",Nexus Archaeology and Heritage.,Nexus Archaeology and Heritage.,Stockland development Pty Ltd,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9598,archaeology,"""June 2007""""""","0","0","0","0","0",[u'route'],"Dagworth Rd, Gillieston Heights NSW 2321, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.8955043,-33.5451137,"0","408",Hope Farm Cattai national park: archival photographic report,Otto Cserhalmi & partners.,Otto Cserhalmi & partners.,,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9356,,"""June 2007"""" Includes original negatives.""","0","0","0","0","0",[u'route'],"Hope Farm Rd, Cattai NSW 2756, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.2934609,-33.637383,"0","409","Parklands site, Blackheath, NSW: research design",AHMS.,AHMS.,Chase Property Investments pty Ltd,"2008",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10078,archaeological,"""June 2008""""""","0","0","0","0","0","[u'establishment', u'lodging', u'point_of_interest', u'spa']","132 Govetts Leap Rd, Blackheath NSW 2785, Australia",Great - matched whole string,NSW-HeritageLibrary
151.7207906,-32.8984272,"0","410","Calvary Mater Newcastle, Formerly Mater Misericordiae Hospital, Edith Street, Waratah NSW: archaeological assessment",Archaeological Management & Consulting Group.,Archaeological Management & Consulting Group.,Abigroup,"2008",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10226,archaeological,"""June 2008""""""","0","0","0","0","0","[u'establishment', u'hospital', u'point_of_interest']","Edith St & Platt St, Waratah NSW 2298, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.8861373,-33.9683739,"0","412","Department of Education and Training sites, Roy Watts Road, Glenfield:  Heritage Assessment","Graham Brooks and Associates. Variant title:Glenfield Park school now comprising Ajuga, Glenfield House and Campbell house schools; Hurlstone agricultural high school; former veterinary research station; Macquarie Fields house, memorial forest.","Graham Brooks and Associates. Variant title:Glenfield Park school now comprising Ajuga, Glenfield House and Campbell house schools; Hurlstone agricultural high school; former veterinary research station; Macquarie Fields house, memorial forest.",Campbelltown City Council,"2009",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12546,,"""June 2009""""""","0","0","0","0","0","[u'establishment', u'point_of_interest']","1 Roy Watts Rd, Glenfield NSW 2167, Australia",Great - matched whole string,NSW-HeritageLibrary
149.8390961,-36.6772714,"0","413",Bega High School upgrade 3 - games courts: archaeological assessment and research design,Archaeological and Heritage Management Solutions.,Archaeological and Heritage Management Solutions.,NSW Public Works,"2010",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=11000,archaeology,"""June 2010""""""","0","0","0","0","0","[u'establishment', u'point_of_interest', u'school']","&, Upper St & Eden St, Bega NSW 2550, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.0030204,-33.8147467,"0","414","Archaeological assessment and statement of heritage impact for proposed road widening, Church Street, Parramatta",Austral Archaeology.,Austral Archaeology.,Roads and Traffic Authority,"2010",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=11042,archaeology,"""June 2010""""""","0","0","0","0","0",[u'route'],"Church St, Parramatta NSW 2150, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.666225,-33.6878532,"0","415",Penrith Lakes Scheme - Hadley Park: results of archaeological excavation,Godden Mackay Logan.,Godden Mackay Logan.,Penrith Lakes Development Corporation,"2010",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=11378,archaeology,"""June 2010"""".""","0","0","0","0","0","[u'establishment', u'park', u'point_of_interest']","Hadley Park Homestead, Castlereagh NSW 2749, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.0059763,-33.801828,"0","416",St Patrick's cemetery Parramatta CCTV installation: archaeological supervision report,Austral Archaeology.,Austral Archaeology.,Parramatta City Council,"2012",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=11906,archaeology,"""June 2012""""""","0","0","0","0","0","[u'cemetery', u'establishment', u'point_of_interest']","1 Pennant Hills Rd, North Parramatta NSW 2151, Australia",Great - matched whole string,NSW-HeritageLibrary
151.0208318,-33.9331243,"0","417","Lidcombe Hospital site, Brooks Circuit and Pendans Lane: historical archaeological excavation report",Godden Mackay Logan.,Godden Mackay Logan.,Australand Property Group,"2013",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12294,archaeology,"""June 2013"""". Report also available electronically onCD-Rom.""","0","0","0","0","0","[u'establishment', u'health', u'point_of_interest']","Eldridge Road, Bankstown-Lidcombe Hospital, Bankstown NSW 2200, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.2074098,-33.8601381,"0","418",Terrace houses in The Rocks:  a comparative analysis & assessment of significance,Jean Rice Architect. Variant title:a comparative analysis and assessment of significance,Jean Rice Architect. Variant title:a comparative analysis and assessment of significance,the Sydney Harbour Foreshore Authority,"2014",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12801,,"""June 2014"""" -- on  cover""","0","0","0","0","0","[u'establishment', u'museum', u'point_of_interest']","58/64 Gloucester St, The Rocks NSW 2000, Australia",Great - matched whole string,NSW-HeritageLibrary
150.787373,-34.2042911,"0","419","St Marks Cemetery Kennedy Creek Appin: excavation report;",Stedinger Associates,Stedinger Associates,,"2016",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13039,archaeological,"""June 2016""""""","0","0","0","0","0","[u'church', u'establishment', u'place_of_worship', u'point_of_interest']","1-3 Church St, Appin NSW 2560, Australia",Great - matched whole string,NSW-HeritageLibrary
151.0134791,-33.8160943,"0","420",Borehole Logs from the Soldiers' Precinct (Queen's Wharf Reserve) Parramatta,Stedinger Associates,Stedinger Associates,,"2016",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=13109,archaeological,"""June 2016"""" -- on cover""","0","0","0","0","0","[u'establishment', u'park', u'point_of_interest', u'premise']","Queen's Wharf Reserve, Parramatta NSW 2150, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.929094,-33.921921,"0","421",Liverpool TAFE: archaeological monitoring report,Godden Mackay Logan.,Godden Mackay Logan.,NSW Department of Public Works,"2009",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=11012,archaeology,"""Liverpool TAFE site's former use [was] the Liverpool Hospital."""" -- p.1""","0","0","0","0","0","[u'establishment', u'point_of_interest', u'school', u'university']","College St, Liverpool NSW 2170, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.1091613,-33.8396767,"0","422",Breakfast Point powerhouse Peninsular Drive Breakfast Point NSW: archival recording,Giles Tribe Architects.,Giles Tribe Architects.,,"2009",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10720,,"""Located on former AGL Mortlake Gasworks site""""""","0","0","0","0","0",[u'route'],"Peninsula Dr, Breakfast Point NSW 2137, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
142.234054,-29.4808763,"0","423","Mt Wood Station - Woolscour & associated buildings Tibooburra Sturt National Park:  inspection report, stabilisation works and management recommendations","Caroline Lawrance, NPWS Heritage Section.","Caroline Lawrance, NPWS Heritage Section.",,"2015",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12765,,"""Mar 2015"""" -- on cover""","0","0","0","0","0","[u'establishment', u'lodging', u'point_of_interest']","Mt Wood Homestead Rd, Tibooburra NSW 2880, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
152.9403399,-29.6767367,"0","424",Grafton Gaol study: phase two: options for the future,Closebourne Conference Centre,Closebourne Conference Centre,,"1981",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=28,,"""March 1981"""" ABN No - abn97240576""","0","0","0","0","0","[u'establishment', u'point_of_interest']","170 Hoof St, Grafton NSW 2460, Australia",Great - matched whole string,NSW-HeritageLibrary
151.1732239,-33.8534942,"0","425",Dawn Fraser pool Balmain: Draft conservation plan,NPWS,NPWS,Leichhardt Municipal Council.,"1993",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7263,,"""March 1993""""""","0","0","0","0","0","[u'establishment', u'point_of_interest']","Fitzroy Ave, Balmain NSW 2041, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.1990837,-33.8713898,"0","426",Sydney Cove water front: statement of heritage impact,"Heritage Group, Department of Public Works and Services.","Heritage Group, Department of Public Works and Services.",,"1998",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10253,,"""March 1998"""".""","0","0","0","0","0","[u'bar', u'establishment', u'food', u'point_of_interest', u'restaurant']","289 Harbourside Promenade, Sydney NSW 2000, Australia",Great - matched whole string,NSW-HeritageLibrary
150.9105251,-33.6758623,"0","427","Report on the archaeological investigation and monitoring programme during construction works at Rouse Hill House, Rouse Hill, NSW",,,"Historic Houses Trust, N.S.W.","1999",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7174,archaeology,"""March 1999""""""","0","0","0","0","0","[u'establishment', u'museum', u'point_of_interest']","356 Annangrove Rd, Rouse Hill NSW 2155, Australia",Great - matched whole string,NSW-HeritageLibrary
150.8120377,-34.0700125,"0","429","Report on the archaeological monitoring programme during construction of the Campbelltown medical and dental clinic, Queen Street, Campbelltown, NSW",,,Tim Shellshear & Associates Architects Pty Ltd.,"2000",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7169,archaeology,"""March 2000""""""","0","0","0","0","0","[u'dentist', u'doctor', u'establishment', u'health', u'hospital', u'physiotherapist', u'point_of_interest']","296 Queen St, Campbelltown NSW 2560, Australia",Great - matched whole string,NSW-HeritageLibrary
149.8390961,-36.6772714,"0","430","Bega High School, NSW proposed archaeological excavation methodology & research framework for test investigations in advance of redevelopment stage 1",Peter Douglas on behalf of NSW Department of Public Works & Services Programs Branch.,Peter Douglas on behalf of NSW Department of Public Works & Services Programs Branch.,,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6188,archaeological,"""March 2001.""""  Spiral binding.""","0","0","0","0","0","[u'establishment', u'point_of_interest', u'school']","&, Upper St & Eden St, Bega NSW 2550, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.9895294,-33.8757369,"0","431",Villawood immigration centre: preliminary heritage significance assessment,Godden Mackay Logan.,Godden Mackay Logan.,Carson Group,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9283,,"""March 2001""""""","0","0","0","0","0","[u'establishment', u'point_of_interest']","15 Birmingham Ave, Villawood NSW 2163, Australia",Great - matched whole string,NSW-HeritageLibrary
151.2217476,-33.8634677,"0","432",Andrew 'Boy' Charlton pool: research design,Godden Mackay Logan.,Godden Mackay Logan.,Sydney City Council,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9118,archaeological,"""March 2001""""""","0","0","0","0","0","[u'establishment', u'point_of_interest']","1c Mrs Macquaries Rd, Sydney NSW 2000, Australia",Great - matched whole string,NSW-HeritageLibrary
151.2459821,-33.87713556,"0","433","Tudor Lodge 6 Fairfax Road, Bellevue Hill NSW: photographic recording",Donald Ellsmore Pty Ltd.,Donald Ellsmore Pty Ltd.,Dr Robert Morton,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7680,,"""March 2001"""" -- t.p. note.""","0","0","0","0","0","6 FAIRFAX ROAD, BELLEVUE HILL, NSW","6 FAIRFAX ROAD BELLEVUE HILL, NSW 2023, AUSTRALIA",Great - SIX,NSW-HeritageLibrary
151.0061477,-33.8186395,"0","434","Excavation permit application: testing of land off Old Castle Hill Road, part of Castle Hill Government Farm for Winton [sic] Property Group",Casey & Lowe Associates.,Casey & Lowe Associates.,,"2001",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=6212,archaeological,"""March 2001"""". Cover title. Comb binding.""","0","0","0","0","0","[u'establishment', u'local_government_office', u'point_of_interest']","6/10 Valentine Ave, Parramatta NSW 2150, Australia",Great - matched whole string,NSW-HeritageLibrary
151.116832,-33.72234988,"0","435","Aeolia 4 Munderah Street Wahroonga, NSW. 2076: heritage assessment & statement of heritage impact.",,,,"2002",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7299,,"""March 2002""""""","0","0","0","0","0","4 MUNDERAH STREET, WAHROONGA, NSW","4 MUNDERAH STREET WAHROONGA, NSW 2076, AUSTRALIA","[u'Input parameters matched', u'Addresses Returned']",NSW-HeritageLibrary
149.9432995,-34.8569264,"0","436","Report to the Heritage Council of New South Wales on archaeological excavations at Williams Property, King Street, Bungonia, NSW",,,Anne Williams.,"2003",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7324,archaeology,"""March 2003""""""","0","0","0","0","0",[u'route'],"King St, Bungonia NSW 2580, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
152.9121509,-31.4289339,"0","437",Archaeological assessment N-W corner of Munster and Clarence Streets Port Macquarie,,,King & Campbell.,"2003",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7110,archaeology,"""March 2003""""""","0","0","0","0","0",[u'intersection'],"Munster St & Clarence St, Port Macquarie NSW 2444, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.0031719,-33.8086943,"0","438","Murphy House St Patricks cathedral precinct, Parramatta: conservation management plan",,,Catholic Diocese of Parramatta.,"2003",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7252,CMP,"""March 2003""""""","0","0","0","0","0","[u'church', u'establishment', u'place_of_worship', u'point_of_interest']","1 Marist Pl, Parramatta NSW 2150, Australia",Great - matched whole string,NSW-HeritageLibrary
150.3667272,-33.7091194,"0","439","Blue Mountains TAFE stage 2 development Great Western highway, Wentworth Falls: Archaeological research design and methodology",,,DPWS Client Services.,"2003",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7131,archaeology,"""March 2003""""""","0","0","0","0","0","[u'establishment', u'point_of_interest', u'university']","14 Mitchell St, Wentworth Falls NSW 2782, Australia",Great - matched whole string,NSW-HeritageLibrary
151.0059999,-33.8171057,"0","440","Smith and Darcy Streets, Parramatta: Heritage and archaeological assessment",,,Parramatta Rail Link.,"2003",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7083,archaeology,"""March 2003"""" Includes Sydney Water : Parramatta. prepared by MacLaren North. October 2003.""","0","0","0","0","0",[u'intersection'],"Smith St & Darcy St, Parramatta NSW 2150, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.8662165,-33.5691151,"0","441","Aboriginal and non-Aboriginal archaeological survey and assessment ""Blighton"""" Pitt Town""",Jillian Comber.,Jillian Comber.,Johnson Property Group,"2004",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=11888,archaeological,"""March 2004""""""","0","0","0","0","0",[u'route'],"Blighton Rd, Pitt Town NSW 2756, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.0129679,-33.83506,"0","442","Granville Pool Enid Avenue, Granville, NSW: report on archaeological test investigations at the site",,,Parramatta City Council.,"2004",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7072,archaeology,"""March 2004""""""","0","0","0","0","0","[u'establishment', u'health', u'point_of_interest', u'school']","Enid Ave, Granville NSW 2142, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.20876,-33.870451,"0","443",Centrepoint and Sydney Tower Market Street Sydney: heritage assessment,Noel Bell Ridley Smith & Partners.,Noel Bell Ridley Smith & Partners.,,"2004",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7599,,"""March 2004"""" -- cover note.""","0","0","0","0","0","[u'establishment', u'point_of_interest']","100 Market St, Sydney NSW 2000, Australia",Great - matched whole string,NSW-HeritageLibrary
148.951408,-32.5748422,"0","444",Maynggu Ganai historic site Wellington Valley 1823-1844: draft conservation management plan,Griffin nrm.,Griffin nrm.,NSW National Parks and Wildlife Service,"2004",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=8365,CMP,"""March 2004"""" -- t.p. note Final verison dated March 25on the Heritage Branch file H98 0731368363;""","0","0","0","0","0","[u'establishment', u'point_of_interest']","Wellington NSW 2820, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.482211,-33.7354841,"0","445","Photographic recording of Woodford Railway Overbridge, Woodford, NSW: RTA Operation Environmental Technology Branch.",,,,"2004",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12370,,"""March 2004"""".""","0","0","0","0","0","[u'establishment', u'point_of_interest', u'train_station', u'transit_station']","Woodford Station, Woodford NSW 2778, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.1924813,-33.85501502,"0","446",Proposed car park Waterview Wharf Workshops 37 Nicholson Street Balmain East: statement of heritage impact,Louise Thom.,Louise Thom.,,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10138,,"""March 2005""""""","0","0","0","0","0","37 NICHOLSON STREET, BALMAIN, NSW","37 NICHOLSON STREET BALMAIN EAST, NSW 2041, AUSTRALIA",Great - SIX,NSW-HeritageLibrary
150.7712555,-33.7456075,"0","447","Heritage assessment Dunheved precincts St Marys development St Marys, NSW",Casey & Lowe.,Casey & Lowe.,Jo McDonald Cultural heritage management on behalf of Maryland Development Company,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9527,archaeological,"""March 2005""""""","0","0","0","0","0",[u'route'],"Dunheved Circuit, St Marys NSW 2760, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
146.9206606,-36.0759091,"0","448",Adamshurst Albury: a conservation management plan,D Scobie & B Pennay.,D Scobie & B Pennay.,Greater Southern Area Health Service,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9984,CMP,"""March 2005""""""","0","0","0","0","0","[u'establishment', u'point_of_interest']","603 David St, Albury NSW 2640, Australia",Great - matched whole string,NSW-HeritageLibrary
151.6524947,-32.7170925,"0","449","Hinton school of arts, Hinton, NSW: conservation management plan",Jackson Teece.,Jackson Teece.,Port Stephens Council,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=8859,CMP,"""March 2005""""""","0","0","0","0","0","[u'establishment', u'point_of_interest']","279 Hinton Rd, Hinton NSW 2321, Australia",Great - matched whole string,NSW-HeritageLibrary
151.1919461,-33.8933386,"0","450",Carriageworks at Eveleigh excavations for construction: Excavation permit application.,,,,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10047,archaeological,"""March 2005""""""","0","0","0","0","0","[u'establishment', u'point_of_interest']","245 Wilson St, Eveleigh NSW 2015, Australia",Great - matched whole string,NSW-HeritageLibrary
151.0021131,-33.8128998,"0","451",Parramatta Hospital site Marsden street Parramatta: Excavation permit application,Casey & Lowe.,Casey & Lowe.,Department of Commerce,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7783,archaeology,"""March 2005"""" -- cover note.""","0","0","0","0","0","[u'establishment', u'museum', u'point_of_interest']","Marsden St & George Street, Parramatta NSW 2150, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
150.4381234,-34.4468017,"0","452",Mittagong market place (part of former Fitzroy iron works site): archaeological assessment,Godden Mackay Logan.,Godden Mackay Logan.,Fabcot Pty Ltd,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=7855,archaeology,"""March 2005"""" -- t.p. note.""","0","0","0","0","0","[u'establishment', u'point_of_interest']","197 Old Hume Hwy, Mittagong NSW 2575, Australia",Great - matched whole string,NSW-HeritageLibrary
151.1851115,-33.8635949,"0","453",Anchor and propeller White Bay Glebe Island:  maritime archaeological inspection report and heritage assessment,Australian National Maritime Museum.,Australian National Maritime Museum.,Sydney Ports Corporation,"2005",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=12854,archaeology,"""March 2005"""" on cover""","0","0","0","0","0","[u'establishment', u'natural_feature']","White Bay, New South Wales, Australia",APPROXIMATE - matched whole string,NSW-HeritageLibrary
148.9985014,-33.6354143,"0","456","Junction reefs dam Belubula River Mandurama, NSW: statement of heritage impact",Heritage Concepts.,Heritage Concepts.,State Water,"2006",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=8625,,"""March 2006""""""","0","0","0","0","0",[u'route'],"Junction Reefs Rd, Mandurama NSW 2792, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.7709177,-32.9261743,"0","457","Lee wharf project stage 3 (Buildings A3-6) Honeysuckle Precinct Newcastle NSW: archaeological assessment, research design, excavation methodology and heritage impact statement",AMAC.,AMAC.,Lee Wharf Developments,"2006",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=8757,archaeological,"""March 2006""""""","0","0","0","0","0",[u'subpremise'],"3 (Buildings/6 Honeysuckle Dr, Newcastle NSW 2300, Australia",Great - matched whole string,NSW-HeritageLibrary
150.6956649,-33.7508272,"0","458","Archaeological recording Red Cow Inn Jane Street, Penrith:  addendum to archaeological investigation Red Cow Inn & Penrith Plaza Penrith",Casey & Lowe Pty Ltd.,Casey & Lowe Pty Ltd.,Bovis Lend Lease,"2006",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10901,archaeology,"""March 2006""""""","0","0","0","0","0","[u'bar', u'establishment', u'point_of_interest']","9 Station St, Penrith NSW 2750, Australia",Great - matched whole string,NSW-HeritageLibrary
148.9985014,-33.6354143,"0","459","Junction reefs dam Belubula River Mandurama, NSW: conservation management plan",Heritage Concepts.,Heritage Concepts.,State Water,"2006",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=8624,CMP,"""March 2006""""""","0","0","0","0","0",[u'route'],"Junction Reefs Rd, Mandurama NSW 2792, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
148.9985014,-33.6354143,"0","460","Junction reefs dam Belubula River Mandurama, NSW: conservation management plan and statement of heritage impact",Heritage Concepts. Electronic Resource,Heritage Concepts. Electronic Resource,State Water,"2006",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9343,CMP,"""March 2006""""""","0","0","0","0","0",[u'route'],"Junction Reefs Rd, Mandurama NSW 2792, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.0156856,-33.8087148,"0","461","Archaeological assessment intersection of Church Street and Victoria Road, Parramatta, NSW",Heritage Concepts.,Heritage Concepts.,NSW Roads & Traffic Authority,"2006",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=8783,archaeological,"""March 2006"""" Assessment for the proposed busChurch Street."""" -- p. i.""","0","0","0","0","0",[u'route'],"Victoria Rd, Parramatta NSW 2150, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.0309894,-33.8606662,"0","464","Arthur Stone annex (original component) Cnr Water Street and Auburn Road, Auburn NSW: measured drawings, archival recording",Graham Brooks & Associates,Graham Brooks & Associates,Multiplex,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10455,,"""March 2007""""""","0","0","0","0","0",[u'route'],"Auburn Rd, Sydney NSW, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
151.0329788,-33.8606066,"0","465",Auburn hospital re-development: archaeological impact assessment & mitigation strategy,Cosmos Archaeology.,Cosmos Archaeology.,Multiplex Constructions,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=10452,archaeology,"""March 2007""""""","0","0","0","0","0","[u'establishment', u'health', u'hospital', u'point_of_interest']","18/20 Hargrave Rd, Auburn NSW 2144, Australia",Great - matched whole string,NSW-HeritageLibrary
150.9961128,-33.817957,"0","466","Fixed speed cameras at Parramatta High School Great Western Highway, Parramatta, NSW, statement of heritage impact",Heritage Concepts,Heritage Concepts,Roads and Traffic Authority New South Wales,"2007",http://heritagensw.intersearch.com.au/cgi-bin/koha/opac-detail.pl?biblionumber=9073,archaeological,"""March 2007""""""","0","0","0","0","0","[u'establishment', u'point_of_interest', u'school']","Great Western Hwy, Parramatta NSW 2150, Australia",GEOMETRIC_CENTER - matched whole string,NSW-HeritageLibrary
