HOITEMID,ITEMNAME,ADDRESS,LGA,LISTING,LISTINGNO,PLANNO,RUNDATE,LISTING_DA
5045477,Grafton rail and road bridge over Clarence River,NULL,Clarence Valley,SHR,01036,NULL,2014-03-20,
5045432,Grand Western Lodge (former),27 Victoria Street Millthorpe,Blayney,SHR,00427,1106,2014-03-20,
5045716,Ness Property,NULL,Bega Valley,SHR,00519,1344,2014-03-20,
5051948,"Government House, Movable Heritage Collection and Gardens",NULL,Sydney,SHR,01872,2467,2014-03-20,
5045337,T & G Mutual Life Assurance Building,45 Hunter Street Newcastle,Newcastle,SHR,00316,747,2014-03-20,
5045148,Rosemount,36 Village Road East Saratoga,Gosford,SHR,00286,670,2014-03-20,
5045369,St. Mary's the Virgin Anglican Church & Rectory,66 Church Street Maitland,Maitland,SHR,00403,695,2014-03-20,
5051373,Junction Bridge,Tumut Plains Road Tumut,Tumut,SHR,01471,2679,2015-01-15,
5051383,Rossi Bridge over Wollondilly River,NULL,Goulburn Mulwaree,SHR,01479,NULL,2014-03-20,
5053880,Sewer Vent,NULL,North Sydney,SHR,01641,2054,2014-03-20,
5045424,General Post Office,1 Martin Place Sydney,Sydney,SHR,00763,1828,2014-03-20,
5062002,"Challoner Cottage, Mittagong Farm Home","82 Bong Bong Road, Mittagong",Wingecarribee,SHR,1927,2610,2014-04-02,
5012097,Martin Place Railway Station,NULL,Sydney,SHR,01187,NULL,2014-03-20,
5060568,Electricity Substation No. 167,93 Parramatta Road Auburn,Auburn,SHR,01790,2233,2014-03-20,
5011949,Substation,34a-36 Whistler Street Manly,Manly,SHR,00938,NULL,2014-03-20,
5045469,St. Pauls Anglican Church & Hall (former),NULL,Deniliquin,SHR,00062,256,2014-03-20,
5044695,Yiu Ming Temple,16-22 Retreat Street Alexandria,Sydney,SHR,01297,2239,2014-03-20,
5045163,Oakleigh,18 Ward Avenue Potts Point,Sydney,SHR,00425,1024,2014-03-20,
5054947,St. James' Anglican Church,173 King Street Sydney,Sydney,SHR,01703,1959,2014-03-20,
5045277,House of Bodleigh,"24, 26 Kent Street Millers Point",Sydney,SHR,00873,NULL,2014-03-20,
5012061,Katoomba Railway Station and yard group,NULL,Blue Mountains,SHR,01174,2396,2014-03-20,
5051533,Port Macquarie Government House Site,2 Clarence Street Port Macquarie,Port Macquarie-Hastings,SHR,01517,2103,2014-03-20,
5044979,"Yean Cottage, Anglewood Estate",NULL,Wingecarribee,SHR,00639,1671,2014-03-20,
5051305,Brewarrina Fish Traps,NULL,Brewarrina,SHR,01413,1896,2014-03-20,
5012056,Homebush Railway Station group,NULL,Strathfield,SHR,01170,2408,2014-03-20,
5045674,Building,10-14 Bulletin Place Sydney,Sydney,SHR,00652,1690,2014-03-20,
5045609,Edwardian Shop/Residences,"21, 23, 25, 27, 29 Kent Street Millers Point",Sydney,SHR,00888,NULL,2014-03-20,
5061075,Shepherds Hill Defence Group Military Installations,41 The Terrace Newcastle,Newcastle,SHR,01806,2310,2014-03-20,
5045700,Liner House,13-15 Bridge Street Sydney,Sydney,SHR,00589,1585,2014-03-20,
5014150,Hillview,NULL,Wingecarribee,SHR,00442,1121,2014-03-20,
5053220,Terrace,67 Harrington Street The Rocks,Sydney,SHR,01603,2367,2014-03-20,
5054834,Dubbo RAAF Stores Depot (former),NULL,Dubbo,SHR,01701,1969,2014-03-20,
5001051,Terrace Duplexes,74-80 High Street Millers Point,Sydney,SHR,00868,NULL,2014-03-20,
5051560,Grave of Windradyne,"Brucedale, 1361 Sofala Road Sofala",Bathurst Regional,SHR,01714,1968,2014-03-20,
5045343,Watch House Terrace,66-80 Erskine Street Sydney,Sydney,SHR,00223,528,2014-03-20,
5011963,Substation,60 Bundock Lane Randwick,Randwick,SHR,00935,NULL,2014-03-20,
5045392,Rev. Peter Turner Cottage and Well,350 George Street Windsor,Hawkesbury,SHR,00202,217,2014-03-20,
5060566,Electricity Substation No. 269,36 Anglesea Street Bondi,Waverley,SHR,01791,2232,2014-03-20,
5045614,Uniting Church and Hall,NULL,Hawkesbury,SHR,00735,1795,2014-03-20,
5045144,Hely's Grave,NULL,Gosford,SHR,00053,196,2014-03-20,
5045517,St. Clair,318 Sloane Street Goulburn,Goulburn Mulwaree,SHR,00117,114,2014-03-20,
5045335,Crown Hotel,160-162 Elizabeth Street Sydney,Sydney,SHR,00733,1793,2014-03-20,
5045697,"Peninsula House, Tebbutt's Observatory",NULL,Hawkesbury,SHR,00028,180,2014-03-20,
5060252,Air Defence Headquarters Ruin Sydney (former),NULL,Bankstown,SHR,01857,2397,2014-03-20,
5001005,Building,92 Windmill Street Millers Point,Sydney,SHR,00849,NULL,2014-03-20,
5045122,Ardsilla,5 Richard Street Bourke,Bourke,SHR,00198,465,2014-03-20,
5012003,Emu Plains Railway Station group,NULL,Penrith,SHR,01136,2405,2014-03-20,
5045620,Yarraford rail bridge over Beardy River,NULL,Glen Innes Severn,SHR,01068,2177,2014-03-20,
5000873,Townhouse,20 Lower Fort Street Millers Point,Sydney,SHR,00861,NULL,2014-03-20,
5051382,Bridge over Tunks (Pearces) Creek,NULL,Hornsby,SHR,01478,NULL,2014-03-20,
5045247,Ildemere,11-11a Bayview Point McMahons Point,North Sydney,SHR,00390,950,2014-03-20,
5045754,Toomevara Lane Chinese Market Gardens,NULL,Rockdale,SHR,01394,2259,2014-03-20,
5012019,Gerogery Railway Station group,NULL,Greater Hume,SHR,01148,NULL,2014-03-20,
5053215,Tenements,117-117A Gloucester Street The Rocks,Sydney,SHR,01598,NULL,2014-03-20,
5045077,Ingleholme & Garage,17 Boomerang Street Turramurra,Ku-Ring-Gai,SHR,00071,265,2014-03-20,
5045499,State Theatre,47-51 Market Street Sydney,Sydney,SHR,00446,1140,2014-03-20,
5045098,Hestock,14 Crescent Street Hunters Hill,Hunters Hill,SHR,00092,154,2014-03-20,
5045196,"Homestead, The",NULL,Liverpool,SHR,00214,508,2014-03-20,
5045311,Dayton House,37-39 Roger Place Seven Hills,Blacktown,SHR,00325,789,2014-03-20,
5060966,Cenotaph,Between George and Pitt Streets Martin Place Sydney,Sydney,SHR,01799,2297,2014-03-20,
5045520,Bowman House,368-370 Windsor Street Richmond,Hawkesbury,SHR,00468,1155,2014-03-20,
5061319,John Fowler 7nhp Steam Road Locomotive,7 Nanima Crescent Wellington,Wellington,SHR,01867,NULL,2014-03-20,
5045154,Royal Oak Arms Hotel (former),18 King Street Paterson,Dungog,SHR,00141,345,2014-03-20,
5045082,"Briars, The",14 Woonona Avenue Wahroonga,Ku-Ring-Gai,SHR,00274,667,2014-03-20,
5053141,ASN Co Building,1-5 Hickson Road The Rocks,Sydney,SHR,01526,NULL,2014-03-20,
5012228,Railway electricity tunnel under Sydney Harbour,NULL,Leichhardt,SHR,01231,NULL,2014-03-20,
5014211,Bradman Oval and Collection of Cricket Memorabilia,NULL,Wingecarribee,SHR,01399,NULL,2014-03-20,
5045080,Talbragar Shire Council Chambers,NULL,Dubbo,SHR,00219,526,2014-03-20,
5062219,Gladesville Bridge,,Canada Bay,SHR,1935,2625,2014-10-03,
5045268,MLC Building,42-46 Martin Place Sydney,Sydney,SHR,00597,1599,2014-03-20,
5045534,"Building, outbuildings, grounds, trees",49 - 51 Bosworth Street Richmond,Hawkesbury,SHR,00753,1816,2014-03-20,
5012151,Quirindi Railway Station group,NULL,Liverpool Plains,SHR,01227,NULL,2014-03-20,
5045537,Police Station (former),808-810 Victoria Road Ryde,Ryde,SHR,01017,2250,2014-03-20,
5012220,St. James Railway Station group,NULL,Sydney,SHR,01248,NULL,2014-03-20,
5053551,"Mobile Cook's Galley, Museum of the Riverina",Botanic Gardens Site (BGS) Baden Powell Drive Wagga Wagga (Museum of the Riverina),Wagga Wagga,SHR,01722,NULL,2014-03-20,
5055721,Hampton Villa,12B Grafton Street Balmain,Leichhardt,SHR,01725,1978,2014-03-20,
5051546,Corowa Courthouse,8 Church Street Corowa,Corowa,SHR,01450,2114,2014-03-20,
5045160,Rose Cottage,NULL,Hawkesbury,SHR,00358,863,2014-03-20,
5054648,Evatt House,69 Junction Road Wahroonga,Ku-Ring-Gai,SHR,01711,1956,2014-03-20,
5045099,Hastings,2 Hayes Street Neutral Bay,North Sydney,SHR,00567,1476,2014-03-20,
5000864,Stone House,"53, 55 Kent Street Millers Point",Sydney,SHR,00900,NULL,2014-03-20,
5051289,Paddington Post Office,246 Oxford Street Paddington,Woollahra,SHR,01418,NULL,2014-03-20,
5051403,Experiment Farm Cottage,9 Ruse Street Harris Park,Parramatta,SHR,00768,1837,2014-03-20,
5045669,Bulletin Place Restaurant,6-8 Bulletin Place Sydney,Sydney,SHR,00651,1689,2014-03-20,
5045584,Terrace,"56, 58 Kent Street Millers Point",Sydney,SHR,00841,2693,2014-03-20,
5045256,Ewbank & Outbuildings,88 George Street Singleton,Singleton,SHR,00174,429,2014-03-20,
5045724,Seppelts Warehouse,160 Crystal Street Broken Hill,Broken Hill,SHR,00082,276,2014-03-20,
5045691,Toxana,157 Windsor Street Richmond,Hawkesbury,SHR,00014,60,2014-03-20,
5045158,Willandra,782 Victoria Road Ryde,Ryde,SHR,00026,176,2014-03-20,
5051518,Third Government Farm (former),NULL,Baulkham Hills,SHR,01448,2116,2014-03-20,
5045507,Kemwah Court,195-197 Macquarie Street Dubbo,Dubbo,SHR,00544,1435,2014-03-20,
5045375,Belmore Railway Station Group,NULL,Canterbury,SHR,01081,NULL,2014-03-20,
5000892,Cottage,18 Merriman Street Millers Point,Sydney,SHR,00857,NULL,2014-03-20,
5045496,Victoria Inn,NULL,Wingecarribee,SHR,00094,323,2014-03-20,
5051379,Monkerai Bridge over Karuah River,NULL,Great Lakes,SHR,01475,NULL,2014-03-20,
5045069,Gresham Hotel,147-149 York Street Sydney,Sydney,SHR,00291,715,2014-03-20,
5045021,Hy Brasil,62 Chisholm Road Clareville,Pittwater,SHR,00079,357,2014-03-20,
5045431,Corowa Flour Mill and site,NULL,Corowa,SHR,00566,1560,2014-03-20,
5045736,Armidale Railway Station & Stationmaster's residence,NULL,Armidale Dumaresq,SHR,01074,NULL,2014-03-20,
5045681,Toongla,NULL,Shellharbour,SHR,00556,1480,2014-03-20,
5045457,Hooper Cottage,17 Gilderthorpe Avenue Randwick,Randwick,SHR,00087,281,2014-03-20,
5056189,Colebee and Nurragingy Land Grant,NULL,Blacktown,SHR,01877,2475,2014-03-20,
5045107,Kings School Group (former),3 Marist Place Parramatta,Parramatta,SHR,00771,1843,2014-03-20,
5053165,Glenmore Hotel,96-98 Cumberland Street The Rocks,Sydney,SHR,01549,NULL,2014-03-20,
5045651,"Substation - Bellevue, Cammeray",143 Bellevue Street Cammeray,North Sydney,SHR,00937,NULL,2014-03-20,
5055970,South West Rocks Pilot Station Complex,5 Ocean Drive South West Rocks,Kempsey,SHR,01788,2175,2014-03-20,
5045019,Epping Forest,NULL,Campbelltown,SHR,01298,NULL,2014-03-20,
5054387,Sydney Cove West Archaeological Precinct,112-156 George Street The Rocks,Sydney,SHR,01860,2384,2014-03-20,
5053219,Terrace,61-65 Harrington Street The Rocks,Sydney,SHR,01602,2368,2014-03-20,
5000860,Building,28 Kent Street Millers Point,Sydney,SHR,00854,NULL,2014-03-20,
5053415,Brewarrina Aboriginal Mission Site,NULL,Brewarrina,SHR,01732,2192,2014-03-20,
5045739,Nesca House,300 King Street Newcastle,Newcastle,SHR,00217,524,2014-03-20,
5044742,Gold Mining Water Race,NULL,Mid-Western Regional,SHR,01447,1900,2014-03-20,
5053195,Sergeant Majors Row (terrace),33-41 George Street The Rocks,Sydney,SHR,01579,NULL,2014-03-20,
5053378,Sharpies Golf House Sign (The Golf House),216 - 220 Elizabeth Street Sydney,Sydney,SHR,01655,NULL,2014-03-20,
5051411,Endrim,54 Sorrell Street Parramatta,Parramatta,SHR,00379,887,2014-03-20,
5051340,"Federation Pavilion, Cabarita Park",NULL,Canada Bay,SHR,01454,2112,2014-03-20,
5045471,City Bank (former),NULL,Young,SHR,00710,1761,2014-03-20,
5012363,Parramatta District Hospital - Archaeology,Marsden Street Parramatta,Parramatta,SHR,00828,2689,2015-03-06,
5051359,Woolloomooloo Finger Wharf,NULL,Sydney,SHR,01437,NULL,2014-03-20,
5045323,Phillip Street Terraces,39-47 Phillip Street Sydney,Sydney,SHR,00621,1643,2014-03-20,
5053515,Regent Theatre,197 Keira Street Wollongong,Wollongong City,SHR,01735,1990,2014-03-20,
5045157,Tusculum,1-3 Manning Street Potts Point,Sydney,SHR,00027,178,2014-03-20,
5045721,Camelot,NULL,Camden,SHR,00385,913,2014-03-20,
5045479,St. Stephen's Anglican Church and Cemetery,187 - 189 Church Street Newtown,Marrickville,SHR,00462,1149,2014-03-20,
5045488,Royal Oak Inn (Former),Rouse Hill,Baulkham Hills,SHR,00698,2554,,
5045127,National House,75 York Street Sydney,Sydney,SHR,00581,1590,2014-03-20,
5045607,Carthona,85 Todman Avenue Kensington,Randwick,SHR,00555,1504,2014-03-20,
5045444,Glebe Railway Viaduct,NULL,Sydney,SHR,01034,NULL,2014-03-20,
5012319,Balmain Hospital - Main Building,NULL,Leichhardt,SHR,00814,2511,2014-03-20,
5011986,Demondrille Junction railway ruins and signal box,NULL,Harden,SHR,01128,NULL,2014-03-20,
5045134,Roseneath Cottage,40-42 O'Connell Street Parramatta,Parramatta,SHR,00042,211,2014-03-20,
5045665,Woodlands,44 King Street East Maitland,Maitland,SHR,00299,727,2014-03-20,
5045133,Camden Park,NULL,Wollondilly,SHR,00341,798,2014-03-20,
5045558,Department of Education Building,35-39 Bridge Street Sydney,Sydney,SHR,00726,1782,2014-03-20,
5000920,Upper Castlereagh Public School and residence,NULL,Penrith,SHR,00339,802,2014-03-20,
5045194,Bombo Headland Quarry Geological Site,NULL,Kiama,SHR,00177,434,2014-03-20,
5045450,Sandgate,128 Belmore Road Randwick,Randwick,SHR,00067,261,2014-03-20,
5051267,Miss Traill's House,321 Russell Street Bathurst,Bathurst Regional,SHR,01501,2129,2014-03-20,
5045574,Old Court Theatre,41 Kingdon Road Scone,Upper Hunter,SHR,00340,763,2014-03-20,
5045453,North Sydney Technical High School (former),36 Blue Street North Sydney,North Sydney,SHR,00517,1348,2014-03-20,
5045313,Sir Joseph Banks Hotel (former),23 Anniversary Street Botany,Botany Bay,SHR,00076,270,2014-03-20,
5045539,"Cadman's Cottage, grounds, trees, space",110 George Street The Rocks,Sydney,SHR,00981,2285,2014-03-20,
5061099,Juanita Nielsen's House,,Sydney,SHR,1929,2566,2014-07-03,
5012093,Maitland Railway Station and yard group,Main Northern railway Maitland,Maitland,SHR,01185,2664,2015-01-05,
5051275,Kiama Post Office,24 Terralong Street Kiama,Kiama,SHR,01426,NULL,2014-03-20,
5056575,Chinese Graves and Burner at Nyngan Cemetery,NULL,Bogan,SHR,01783,2220,2014-03-20,
5051413,Parramatta Railway Station,NULL,Parramatta,SHR,00696,1746,2014-03-20,
5045269,Mudgee Post Office & Quarters,80 Market Street Mudgee,Mid-Western Regional,SHR,01314,NULL,2014-03-20,
5051457,Red Cross House,153-159 Clarence Street Sydney,Sydney,SHR,01511,2107,2014-03-20,
5045635,Sydney Central Local Court House,98 Liverpool Street Sydney,Sydney,SHR,00802,2500,2014-03-20,
5051352,Manly Cove Pavilion,NULL,Manly,SHR,01433,2244,2014-03-20,
5045701,Lands Department Building,22-33 Bridge Street Sydney,Sydney,SHR,00744,1806,2014-03-20,
5051595,Sydney Emden Memorial,,Sydney,SHR,1946,2314,2015-02-27,
5053228,Terraces/Harbour Rocks Hotel,42-52 Harrington Street The Rocks,Sydney,SHR,01611,NULL,2014-03-20,
5012241,Taree rail bridge over Manning River,Near Mount George North Coast railway Taree,Greater Taree,SHR,01059,2665,2015-01-06,
5045147,Woolbrook rail bridge over McDonald River,NULL,Walcha,SHR,01067,NULL,2014-03-20,
5045673,Elm Court,435 Townsend Street Albury,Albury City,SHR,00140,403,2014-03-20,
5001044,Hive Shipwreck,NULL,Unincorporated Offshore,SHR,01812,2300,2014-03-20,
5014103,Bantry Bay Explosives Depot,NULL,Warringah,SHR,00977,NULL,2014-03-20,
5051366,Coonamit Bridge over Wakool River,Main Road 386 Swan Hill,Wakool,SHR,01464,2680,2015-01-15,
