TroveID,troveUrl,title,site_name,contributor,issued,year,abstract,subjects,URLs,ExternalURL_1,ExternalURL_1_type,relevanceScore,suburbs,longitude,latitude
24762198,http://trove.nla.gov.au/work/24762198,"Archaeological assessment : sections of the Darlington Campus, University of Sydney / Casey & Lowe Associates for the University of Sydney","Darlington Campus, University of Sydney",Casey & Lowe Associates,1997,1997,not found,not found,not found,not found,not found,0.066831164,151.192137,-33.8887051
213229178,http://trove.nla.gov.au/work/213229178,"Report on archaeological monitoring of drill pits at the south portal of the disused railway tunnel, Otford to Stanwell Park, N.S.W. / Edward Higginbotham for Priority Sewerage Programme, Sydney Water Corporation","disused railway tunnel, Otford to Stanwell Park","Higginbotham, Edward",2004,2004,not found,not found,not found,not found,not found,0.02490357,none found,none found
26223608,http://trove.nla.gov.au/work/26223608,"Archaeological assessment old DMR site, Castlereagh, Campbell and Pitt Streets Sydney for Meriton Apartments Pty Ltd / [by] Casey & Lowe Associates","DMR site, Sydney",Casey & Lowe Associates,1994,1994,not found,not found,not found,not found,not found,0.05575177,none found,none found
171902316,http://trove.nla.gov.au/work/171902316,"Baseline archaeological assessment : parts of Driver and John Hargreaves Avenues, Moore Park, N.S.W. / Fenella Atkinson for Optus Networks","Driver and John Hargreaves Avenues, Moore Park","Atkinson, Fenella",2004,2004,not found,not found,not found,not found,not found,0.093259215,none found,none found
31383212,http://trove.nla.gov.au/work/31383212,"Archaeological assessment of the proposed burial crypt/vault development site at Eastern Suburbs Memorial Park, Matraville, NSW / Dan Tuck & Peter Douglas, on behalf of N & F Arciuli Pty Ltd","Eastern Suburbs Memorial Park, Matraville","Tuck, Dan",2002,2002,not found,not found,not found,not found,not found,0.08269448,none found,none found
13546540,http://trove.nla.gov.au/work/13546540,"Archaeological investigation of the mission house, Ebenezer Mission, Victoria : report to Heritage Victoria and Aboriginal Affairs Victoria / Jane Lydon, Alasdair Brooks and Zvonkica Stanin","Ebenezer Mission, Victoria","Lydon, Jane",2004,2004,not found,not found,not found,not found,not found,0.11237268,none found,none found
32619687,http://trove.nla.gov.au/work/32619687,"Archaeological investigation of the former Ebenezer Mission, Victoria : stage II : community report / Jane Lydon","Ebenezer Mission, Victoria","Lydon, Jane",2007,2007,not found,not found,not found,not found,not found,0.11113827,none found,none found
33288000,http://trove.nla.gov.au/work/33288000,"Archaeological investigation of the mission house, Ebenezer Mission, Victoria : community report / Jane Lydon","Ebenezer Mission, Victoria","Lydon, Jane",2004,2004,not found,not found,not found,not found,not found,0.097210765,none found,none found
32619609,http://trove.nla.gov.au/work/32619609,"Archaeological investigation of the former Ebenezer Mission, Victoria : stage II : report to Heritage Victoria and Aboriginal Affairs Victoria / Jane Lydon with Bruno David and Zvonkica Stanin","Ebenezer Mission, Victoria","Lydon, Jane",2007,2007,not found,not found,not found,not found,not found,0.08496252,none found,none found
5559349,http://trove.nla.gov.au/work/5559349,An archaeological report on the Ebenezer Mission Stateion / D. Rhodes,"Ebenezer Mission, Victoria","Rhodes, D",1998,1998,not found,not found,not found,not found,not found,0.06002246,none found,none found
